Id,degree,pageranks,eigencentrality,betweenesscentrality
857,115,0.000 ,0.138 ,0.000 
864,20,0.000 ,0.020 ,0.000 
893,53,0.000 ,0.062 ,0.000 
959,90,0.001 ,0.204 ,8322.185 
994,78,0.000 ,0.029 ,6607.574 
1131,34,0.000 ,0.040 ,0.000 
3755,121,0.001 ,0.303 ,0.000 
8282,11,0.000 ,0.007 ,0.000 
8284,10,0.000 ,0.014 ,0.000 
4,29,0.000 ,0.000 ,0.000 
10,101,0.000 ,0.007 ,34588.510 
38,28,0.000 ,0.030 ,3374.484 
56,173,0.001 ,0.261 ,116155.272 
130,33,0.000 ,0.012 ,634.560 
140,52,0.000 ,0.011 ,6832.617 
147,73,0.000 ,0.010 ,10833.462 
151,111,0.000 ,0.023 ,18120.635 
232,45,0.000 ,0.021 ,9946.716 
243,86,0.001 ,0.066 ,13030.889 
341,60,0.000 ,0.013 ,6365.637 
606,18,0.000 ,0.012 ,111.831 
5,23,0.000 ,0.000 ,0.000 
61,20,0.000 ,0.036 ,0.000 
89,45,0.000 ,0.017 ,8631.823 
93,18,0.000 ,0.006 ,2330.787 
153,19,0.000 ,0.011 ,9262.817 
163,23,0.000 ,0.010 ,6140.016 
167,12,0.000 ,0.005 ,0.000 
168,33,0.000 ,0.011 ,3938.250 
175,20,0.000 ,0.014 ,4736.816 
34,25,0.000 ,0.013 ,7731.017 
132,57,0.000 ,0.019 ,11658.010 
135,42,0.000 ,0.022 ,7369.359 
171,123,0.000 ,0.106 ,30807.737 
183,27,0.000 ,0.018 ,0.000 
216,29,0.000 ,0.013 ,1364.269 
219,18,0.000 ,0.008 ,0.000 
227,32,0.000 ,0.031 ,3743.377 
228,50,0.000 ,0.030 ,873.543 
236,60,0.000 ,0.023 ,8308.954 
250,22,0.000 ,0.015 ,0.000 
258,19,0.000 ,0.007 ,507.325 
259,134,0.000 ,0.079 ,34755.116 
274,29,0.000 ,0.015 ,0.000 
285,67,0.000 ,0.197 ,12043.270 
290,207,0.001 ,0.331 ,38385.005 
298,48,0.000 ,0.104 ,2078.034 
301,14,0.000 ,0.008 ,32.228 
304,125,0.000 ,0.053 ,16302.265 
317,189,0.000 ,0.046 ,24187.978 
319,217,0.000 ,0.017 ,25364.491 
359,7,0.000 ,0.003 ,0.000 
362,12,0.000 ,0.010 ,2614.957 
378,17,0.000 ,0.010 ,0.000 
390,13,0.000 ,0.009 ,0.000 
391,34,0.000 ,0.023 ,228.193 
392,5,0.000 ,0.003 ,0.000 
394,19,0.000 ,0.014 ,0.000 
396,24,0.000 ,0.015 ,0.000 
402,50,0.000 ,0.039 ,0.000 
405,41,0.000 ,0.020 ,6059.814 
406,57,0.000 ,0.037 ,18560.427 
421,10,0.000 ,0.005 ,0.000 
427,28,0.000 ,0.018 ,627.705 
431,21,0.000 ,0.025 ,0.000 
432,210,0.000 ,0.051 ,44534.133 
433,12,0.000 ,0.015 ,0.000 
435,18,0.000 ,0.026 ,0.000 
440,24,0.000 ,0.018 ,4692.244 
447,44,0.000 ,0.028 ,2932.492 
538,10,0.000 ,0.010 ,0.000 
564,32,0.000 ,0.012 ,812.819 
566,15,0.000 ,0.017 ,0.000 
579,87,0.000 ,0.166 ,2878.963 
589,18,0.000 ,0.038 ,0.000 
609,22,0.000 ,0.018 ,0.000 
613,18,0.000 ,0.010 ,4843.459 
616,17,0.000 ,0.011 ,18.776 
617,11,0.000 ,0.006 ,0.000 
619,9,0.000 ,0.005 ,0.000 
643,84,0.000 ,0.029 ,8226.322 
656,54,0.000 ,0.034 ,0.000 
665,104,0.002 ,0.119 ,65853.296 
668,19,0.000 ,0.009 ,91.352 
691,43,0.000 ,0.045 ,4753.825 
694,5,0.000 ,0.002 ,0.000 
700,20,0.000 ,0.012 ,0.000 
704,138,0.000 ,0.081 ,15124.062 
717,15,0.000 ,0.024 ,391.904 
730,80,0.000 ,0.049 ,4544.762 
733,57,0.000 ,0.049 ,4996.599 
741,38,0.000 ,0.073 ,0.000 
761,82,0.000 ,0.143 ,18231.675 
765,100,0.000 ,0.278 ,0.000 
779,14,0.000 ,0.009 ,0.000 
789,398,0.000 ,0.100 ,120406.218 
791,51,0.000 ,0.006 ,2649.309 
798,46,0.000 ,0.031 ,4153.987 
802,25,0.000 ,0.019 ,5562.206 
813,314,0.000 ,0.059 ,35570.597 
820,33,0.000 ,0.025 ,1668.795 
826,276,0.000 ,0.053 ,32888.786 
863,38,0.001 ,0.024 ,14265.065 
871,109,0.000 ,0.081 ,12661.086 
881,21,0.000 ,0.034 ,0.000 
885,25,0.000 ,0.020 ,981.156 
895,56,0.000 ,0.067 ,425.571 
897,20,0.000 ,0.022 ,342.959 
904,174,0.000 ,0.096 ,36073.957 
906,18,0.000 ,0.020 ,0.000 
907,39,0.000 ,0.046 ,3070.127 
913,34,0.000 ,0.040 ,2831.256 
922,200,0.001 ,0.045 ,55468.668 
932,28,0.000 ,0.021 ,35.356 
936,24,0.000 ,0.025 ,0.000 
955,25,0.000 ,0.022 ,0.000 
960,87,0.000 ,0.080 ,7238.136 
963,41,0.000 ,0.043 ,140.341 
966,32,0.000 ,0.050 ,0.000 
971,120,0.000 ,0.064 ,12657.794 
972,36,0.000 ,0.046 ,0.000 
978,160,0.001 ,0.218 ,51955.396 
979,22,0.000 ,0.038 ,0.000 
983,6,0.000 ,0.009 ,19.117 
991,21,0.000 ,0.028 ,0.000 
993,419,0.001 ,0.362 ,220309.095 
995,18,0.000 ,0.019 ,0.000 
1007,31,0.000 ,0.038 ,0.000 
1014,60,0.000 ,0.074 ,0.000 
1022,47,0.000 ,0.066 ,5677.709 
1026,189,0.001 ,0.403 ,0.000 
1032,60,0.000 ,0.035 ,8317.201 
1035,76,0.000 ,0.150 ,9555.607 
1043,48,0.000 ,0.023 ,1884.974 
1055,221,0.000 ,0.032 ,10043.814 
1062,193,0.000 ,0.051 ,34647.738 
1125,67,0.000 ,0.053 ,15742.370 
1144,26,0.000 ,0.013 ,466.874 
1152,22,0.000 ,0.024 ,0.000 
1156,38,0.000 ,0.042 ,18740.509 
1160,45,0.000 ,0.025 ,1075.558 
1167,231,0.000 ,0.113 ,50874.420 
1168,22,0.000 ,0.030 ,195.523 
1218,33,0.000 ,0.032 ,0.000 
1220,13,0.000 ,0.015 ,0.000 
1221,90,0.000 ,0.013 ,3156.326 
1222,45,0.000 ,0.072 ,0.000 
1234,80,0.000 ,0.107 ,4281.872 
1241,62,0.000 ,0.034 ,7129.204 
1248,75,0.000 ,0.111 ,8869.780 
1253,108,0.000 ,0.103 ,13072.624 
1261,77,0.000 ,0.156 ,2297.305 
1297,385,0.002 ,0.777 ,137379.791 
1321,26,0.000 ,0.032 ,0.000 
1326,22,0.000 ,0.022 ,2445.100 
1377,72,0.000 ,0.066 ,4862.480 
1389,28,0.000 ,0.033 ,0.000 
1390,62,0.000 ,0.056 ,9166.760 
1394,39,0.000 ,0.049 ,4842.905 
1396,29,0.000 ,0.046 ,0.000 
1428,271,0.000 ,0.157 ,54108.099 
1439,44,0.000 ,0.059 ,4316.279 
1441,62,0.000 ,0.038 ,9655.600 
1442,44,0.000 ,0.022 ,17296.505 
1446,20,0.000 ,0.023 ,2459.486 
1453,116,0.001 ,0.363 ,0.000 
1464,60,0.001 ,0.077 ,0.000 
1465,27,0.000 ,0.027 ,693.950 
1468,53,0.000 ,0.052 ,1828.857 
1471,116,0.000 ,0.095 ,29037.978 
1472,5,0.000 ,0.006 ,4.909 
1476,51,0.000 ,0.081 ,0.000 
1478,13,0.000 ,0.018 ,0.000 
1484,54,0.000 ,0.091 ,0.000 
1485,19,0.000 ,0.019 ,0.000 
1487,159,0.000 ,0.089 ,17263.548 
1489,111,0.000 ,0.091 ,22986.650 
1490,28,0.000 ,0.031 ,0.000 
1497,80,0.000 ,0.082 ,14621.877 
1501,67,0.000 ,0.060 ,7341.003 
1506,74,0.000 ,0.051 ,9188.143 
1507,14,0.000 ,0.010 ,71.679 
1513,28,0.000 ,0.035 ,0.000 
1514,101,0.000 ,0.213 ,0.000 
1518,28,0.000 ,0.040 ,0.000 
1524,27,0.000 ,0.026 ,2547.019 
1525,87,0.000 ,0.077 ,13190.626 
1531,19,0.000 ,0.023 ,0.000 
1532,11,0.000 ,0.011 ,0.000 
1533,9,0.000 ,0.013 ,0.000 
1538,139,0.000 ,0.088 ,18349.066 
1549,832,0.001 ,0.816 ,838174.431 
1555,124,0.000 ,0.092 ,7339.884 
1556,29,0.000 ,0.046 ,0.000 
1557,12,0.000 ,0.019 ,0.000 
1563,24,0.000 ,0.023 ,0.000 
1569,34,0.000 ,0.042 ,154.009 
1573,57,0.000 ,0.086 ,0.000 
1587,32,0.000 ,0.054 ,2545.978 
1597,33,0.000 ,0.069 ,0.000 
1610,36,0.000 ,0.035 ,947.931 
1619,23,0.000 ,0.052 ,10.184 
1641,41,0.000 ,0.093 ,4778.328 
1648,70,0.000 ,0.168 ,0.000 
1652,29,0.000 ,0.041 ,0.000 
1654,38,0.000 ,0.058 ,0.000 
1657,8,0.000 ,0.007 ,0.000 
1662,39,0.000 ,0.043 ,1563.306 
1669,22,0.000 ,0.023 ,0.000 
1679,81,0.001 ,0.257 ,0.000 
1689,17,0.000 ,0.027 ,5.150 
1692,21,0.000 ,0.028 ,63.651 
1701,159,0.000 ,0.101 ,43130.631 
1716,16,0.000 ,0.025 ,2409.746 
1718,63,0.000 ,0.103 ,0.000 
1752,31,0.000 ,0.053 ,0.000 
1758,51,0.000 ,0.077 ,163.219 
1768,29,0.000 ,0.067 ,0.000 
1774,61,0.000 ,0.120 ,0.000 
1783,111,0.000 ,0.122 ,11091.030 
1787,55,0.000 ,0.157 ,0.000 
1788,28,0.000 ,0.057 ,0.000 
1798,31,0.000 ,0.061 ,0.000 
1861,25,0.000 ,0.049 ,0.000 
1864,46,0.000 ,0.069 ,0.000 
1982,165,0.001 ,0.403 ,49125.721 
2409,16,0.000 ,0.035 ,0.000 
2651,431,0.001 ,0.472 ,169890.770 
2843,11,0.000 ,0.008 ,0.000 
2909,122,0.000 ,0.234 ,20702.266 
3892,94,0.001 ,0.330 ,0.000 
4037,472,0.005 ,0.962 ,192353.720 
4134,40,0.000 ,0.139 ,5854.027 
4792,122,0.001 ,0.211 ,30138.781 
4942,9,0.000 ,0.019 ,0.000 
5323,45,0.000 ,0.119 ,446.660 
5697,334,0.001 ,0.374 ,113437.077 
6227,56,0.000 ,0.146 ,4879.451 
6330,81,0.001 ,0.244 ,7175.045 
6624,195,0.000 ,0.198 ,25270.915 
6765,52,0.000 ,0.178 ,2427.528 
6790,76,0.001 ,0.200 ,17723.956 
6965,2,0.000 ,0.001 ,0.000 
7161,5,0.000 ,0.016 ,0.000 
7632,178,0.002 ,0.608 ,0.000 
8290,101,0.001 ,0.207 ,0.000 
7,24,0.000 ,0.000 ,0.000 
32,18,0.000 ,0.022 ,4662.484 
105,24,0.000 ,0.033 ,6991.468 
524,21,0.000 ,0.007 ,0.000 
1190,42,0.000 ,0.041 ,8505.432 
1193,130,0.001 ,0.139 ,33697.282 
1425,46,0.000 ,0.058 ,0.000 
1919,240,0.001 ,0.293 ,56881.781 
8287,42,0.001 ,0.037 ,0.000 
36,261,0.000 ,0.028 ,31031.462 
49,37,0.000 ,0.034 ,13987.406 
144,29,0.000 ,0.024 ,0.000 
150,54,0.000 ,0.017 ,6522.702 
389,10,0.000 ,0.006 ,0.000 
506,32,0.000 ,0.076 ,0.000 
587,54,0.000 ,0.060 ,6716.764 
607,12,0.000 ,0.010 ,0.000 
622,12,0.000 ,0.011 ,0.000 
624,16,0.000 ,0.006 ,7.304 
627,15,0.000 ,0.013 ,0.000 
628,18,0.000 ,0.008 ,2375.986 
631,17,0.000 ,0.011 ,0.000 
636,41,0.000 ,0.031 ,2554.447 
637,55,0.000 ,0.039 ,16356.989 
657,18,0.000 ,0.008 ,55.816 
658,27,0.000 ,0.011 ,2849.142 
674,31,0.000 ,0.013 ,504.548 
677,37,0.000 ,0.028 ,4765.083 
681,23,0.000 ,0.014 ,0.000 
687,12,0.000 ,0.008 ,0.000 
715,52,0.000 ,0.020 ,18258.151 
719,34,0.000 ,0.034 ,3132.833 
725,24,0.000 ,0.016 ,837.114 
749,101,0.000 ,0.030 ,10630.709 
760,23,0.000 ,0.022 ,14974.570 
778,25,0.000 ,0.069 ,0.000 
806,15,0.000 ,0.009 ,0.000 
810,65,0.000 ,0.029 ,3277.878 
817,67,0.000 ,0.058 ,0.000 
822,27,0.000 ,0.012 ,7623.033 
844,76,0.000 ,0.042 ,7086.281 
866,17,0.000 ,0.017 ,0.000 
868,22,0.000 ,0.017 ,0.000 
875,17,0.000 ,0.018 ,0.000 
878,35,0.000 ,0.032 ,0.000 
882,23,0.000 ,0.011 ,158.907 
938,36,0.000 ,0.098 ,1238.833 
977,24,0.000 ,0.029 ,0.000 
1092,13,0.000 ,0.011 ,0.000 
9,81,0.000 ,0.000 ,0.000 
517,20,0.000 ,0.006 ,0.000 
559,43,0.000 ,0.047 ,5041.372 
626,88,0.000 ,0.067 ,16993.131 
918,43,0.000 ,0.017 ,3981.089 
982,77,0.000 ,0.038 ,6228.013 
1049,77,0.001 ,0.184 ,19342.109 
1103,62,0.000 ,0.106 ,8142.074 
1384,90,0.000 ,0.126 ,25400.778 
1580,42,0.000 ,0.089 ,0.000 
1618,28,0.000 ,0.061 ,0.000 
1717,213,0.001 ,0.181 ,62113.761 
1855,117,0.001 ,0.112 ,38977.702 
1966,109,0.000 ,0.193 ,6385.917 
743,15,0.000 ,0.012 ,0.000 
746,28,0.000 ,0.028 ,0.000 
748,18,0.000 ,0.016 ,36.238 
750,25,0.000 ,0.031 ,0.000 
11,743,0.000 ,0.000 ,0.000 
15,411,0.004 ,0.866 ,585088.676 
72,318,0.001 ,0.362 ,405413.298 
95,41,0.001 ,0.059 ,35107.415 
204,143,0.001 ,0.415 ,12257.131 
230,50,0.001 ,0.070 ,16288.967 
313,100,0.000 ,0.065 ,19460.971 
332,55,0.000 ,0.133 ,0.000 
334,82,0.000 ,0.039 ,18024.905 
338,16,0.000 ,0.009 ,72.848 
350,50,0.000 ,0.115 ,3808.894 
372,48,0.000 ,0.064 ,2781.390 
429,26,0.000 ,0.021 ,654.644 
465,99,0.000 ,0.329 ,14616.290 
575,17,0.000 ,0.023 ,89.555 
608,107,0.000 ,0.286 ,10674.712 
644,81,0.001 ,0.070 ,27796.742 
647,66,0.000 ,0.052 ,3946.395 
684,17,0.000 ,0.010 ,2388.687 
705,48,0.000 ,0.020 ,1769.707 
707,151,0.000 ,0.029 ,7204.422 
710,147,0.000 ,0.071 ,20841.826 
722,320,0.000 ,0.123 ,76277.235 
744,11,0.000 ,0.026 ,180.259 
762,322,0.002 ,0.703 ,184420.022 
763,122,0.000 ,0.117 ,23144.648 
764,71,0.000 ,0.118 ,3539.202 
771,35,0.000 ,0.021 ,13828.043 
793,10,0.000 ,0.005 ,0.000 
803,37,0.000 ,0.036 ,1504.230 
805,129,0.000 ,0.053 ,11963.487 
825,270,0.001 ,0.437 ,150770.359 
829,36,0.000 ,0.021 ,0.000 
836,53,0.000 ,0.051 ,1793.290 
837,17,0.000 ,0.011 ,1334.595 
838,65,0.000 ,0.036 ,10608.656 
839,10,0.000 ,0.009 ,0.000 
849,29,0.000 ,0.019 ,0.000 
853,52,0.000 ,0.044 ,4741.174 
859,61,0.000 ,0.111 ,6236.923 
873,32,0.000 ,0.052 ,4423.855 
887,56,0.000 ,0.123 ,3229.807 
908,65,0.000 ,0.144 ,1455.841 
929,10,0.000 ,0.007 ,0.000 
934,12,0.000 ,0.014 ,0.000 
935,68,0.000 ,0.084 ,12816.920 
937,119,0.000 ,0.141 ,29251.219 
941,146,0.001 ,0.072 ,35519.179 
942,12,0.000 ,0.009 ,0.000 
943,50,0.000 ,0.023 ,5996.791 
945,25,0.000 ,0.019 ,0.000 
946,171,0.000 ,0.129 ,27536.529 
947,70,0.000 ,0.120 ,3558.759 
956,68,0.000 ,0.031 ,3768.305 
958,42,0.000 ,0.044 ,0.000 
968,38,0.000 ,0.087 ,1014.807 
975,41,0.000 ,0.077 ,12688.193 
985,39,0.000 ,0.037 ,817.987 
989,45,0.000 ,0.055 ,0.000 
999,41,0.000 ,0.049 ,706.720 
1000,98,0.000 ,0.089 ,16679.751 
1006,160,0.000 ,0.036 ,52110.764 
1012,40,0.000 ,0.117 ,8528.705 
1018,51,0.000 ,0.111 ,3956.368 
1031,87,0.001 ,0.165 ,28419.779 
1034,66,0.000 ,0.074 ,4457.941 
1061,32,0.000 ,0.089 ,221.452 
1075,105,0.000 ,0.031 ,10570.626 
1080,58,0.001 ,0.041 ,26755.919 
1097,134,0.000 ,0.120 ,11676.371 
1111,122,0.001 ,0.117 ,47579.235 
1124,38,0.000 ,0.028 ,1650.194 
1127,95,0.000 ,0.057 ,8834.555 
1128,28,0.000 ,0.017 ,253.306 
1137,157,0.000 ,0.051 ,16234.280 
1151,543,0.000 ,0.171 ,132579.829 
1154,40,0.000 ,0.087 ,4940.599 
1164,112,0.000 ,0.160 ,12130.108 
1165,60,0.000 ,0.118 ,10946.565 
1185,92,0.000 ,0.156 ,21193.149 
1186,193,0.002 ,0.270 ,0.000 
1191,42,0.000 ,0.130 ,0.000 
1196,28,0.000 ,0.015 ,3385.831 
1199,64,0.001 ,0.120 ,18259.309 
1200,149,0.000 ,0.095 ,14467.265 
1201,125,0.000 ,0.164 ,15475.938 
1203,61,0.000 ,0.053 ,12155.507 
1211,267,0.001 ,0.429 ,104367.593 
1230,80,0.000 ,0.115 ,7181.149 
1239,66,0.000 ,0.203 ,4265.125 
1243,41,0.000 ,0.114 ,338.646 
1250,43,0.000 ,0.099 ,0.000 
1259,66,0.000 ,0.029 ,10282.564 
1260,15,0.000 ,0.019 ,81.372 
1279,188,0.000 ,0.143 ,52785.746 
1282,21,0.000 ,0.006 ,1210.880 
1284,76,0.000 ,0.136 ,8171.703 
1285,77,0.000 ,0.106 ,9943.685 
1286,113,0.000 ,0.069 ,21398.506 
1296,40,0.000 ,0.037 ,6711.980 
1305,363,0.000 ,0.189 ,120900.781 
1307,87,0.001 ,0.319 ,0.000 
1310,66,0.001 ,0.211 ,7151.137 
1319,253,0.001 ,0.140 ,51132.286 
1322,71,0.000 ,0.125 ,6003.978 
1330,46,0.000 ,0.084 ,0.000 
1353,75,0.000 ,0.111 ,4527.980 
1360,75,0.000 ,0.155 ,8767.626 
1372,17,0.000 ,0.023 ,0.000 
1374,551,0.001 ,0.202 ,145683.779 
1375,33,0.000 ,0.041 ,414.184 
1378,73,0.000 ,0.153 ,2201.715 
1382,43,0.000 ,0.032 ,6363.689 
1385,163,0.001 ,0.365 ,37160.497 
1402,34,0.000 ,0.036 ,0.000 
1407,48,0.000 ,0.086 ,5026.031 
1411,39,0.000 ,0.075 ,361.205 
1413,70,0.000 ,0.099 ,0.000 
1418,28,0.000 ,0.031 ,0.000 
1420,38,0.000 ,0.036 ,536.979 
1435,10,0.000 ,0.014 ,0.000 
1437,47,0.001 ,0.135 ,0.000 
1444,28,0.000 ,0.042 ,5192.747 
1482,105,0.000 ,0.193 ,5776.146 
1486,14,0.000 ,0.014 ,0.000 
1492,250,0.000 ,0.239 ,55206.423 
1496,284,0.000 ,0.172 ,61359.320 
1520,37,0.000 ,0.057 ,4891.141 
1521,166,0.000 ,0.190 ,16413.956 
1534,49,0.000 ,0.089 ,4899.018 
1542,283,0.000 ,0.072 ,49014.586 
1547,68,0.000 ,0.105 ,3510.953 
1550,62,0.000 ,0.030 ,10509.156 
1565,40,0.000 ,0.089 ,1199.112 
1566,96,0.000 ,0.115 ,6676.723 
1583,112,0.000 ,0.079 ,5612.928 
1585,203,0.001 ,0.249 ,37056.484 
1592,68,0.000 ,0.092 ,7710.387 
1608,428,0.000 ,0.184 ,102206.231 
1613,40,0.000 ,0.054 ,6635.963 
1621,139,0.000 ,0.163 ,21717.373 
1622,135,0.001 ,0.194 ,29410.462 
1628,45,0.000 ,0.057 ,1284.176 
1629,18,0.000 ,0.042 ,0.000 
1633,195,0.001 ,0.501 ,0.000 
1637,49,0.000 ,0.149 ,5162.535 
1638,44,0.001 ,0.047 ,17850.251 
1646,61,0.001 ,0.149 ,10103.545 
1649,24,0.000 ,0.045 ,0.000 
1653,45,0.000 ,0.137 ,690.539 
1658,47,0.000 ,0.079 ,5494.439 
1661,118,0.001 ,0.123 ,48002.229 
1672,27,0.000 ,0.066 ,0.000 
1680,90,0.000 ,0.258 ,1392.650 
1687,17,0.000 ,0.015 ,2476.078 
1688,119,0.001 ,0.334 ,16601.252 
1697,118,0.000 ,0.131 ,26243.257 
1700,173,0.000 ,0.211 ,31566.894 
1706,70,0.000 ,0.239 ,3697.618 
1707,61,0.000 ,0.048 ,6415.088 
1714,35,0.000 ,0.076 ,2838.341 
1726,60,0.001 ,0.124 ,0.000 
1729,89,0.001 ,0.236 ,12094.203 
1730,77,0.000 ,0.067 ,5311.452 
1732,40,0.000 ,0.042 ,3425.378 
1746,35,0.000 ,0.068 ,5906.207 
1747,27,0.000 ,0.077 ,553.123 
1749,97,0.000 ,0.096 ,7426.290 
1757,50,0.000 ,0.100 ,1841.690 
1769,137,0.000 ,0.229 ,26345.724 
1771,6,0.000 ,0.007 ,0.000 
1772,212,0.000 ,0.156 ,41858.306 
1780,35,0.000 ,0.078 ,0.000 
1791,29,0.000 ,0.055 ,0.000 
1802,34,0.000 ,0.063 ,0.000 
1805,43,0.000 ,0.098 ,182.290 
1811,89,0.000 ,0.066 ,24774.371 
1816,66,0.000 ,0.134 ,6973.685 
1835,137,0.000 ,0.127 ,24233.096 
1836,96,0.001 ,0.191 ,24905.763 
1842,147,0.001 ,0.240 ,0.000 
1847,124,0.000 ,0.277 ,13063.750 
1848,49,0.000 ,0.066 ,2191.033 
1849,50,0.000 ,0.097 ,16397.408 
1857,33,0.000 ,0.066 ,2767.208 
1858,44,0.000 ,0.085 ,35.861 
1859,64,0.001 ,0.112 ,7509.838 
1880,30,0.000 ,0.080 ,0.000 
1884,22,0.000 ,0.047 ,0.000 
1888,109,0.000 ,0.177 ,12541.380 
1893,93,0.001 ,0.176 ,0.000 
1901,30,0.000 ,0.055 ,41.705 
1903,45,0.000 ,0.100 ,0.000 
1908,55,0.000 ,0.095 ,14768.410 
1920,23,0.000 ,0.048 ,0.000 
1927,46,0.000 ,0.088 ,151.669 
1953,39,0.000 ,0.086 ,0.000 
1956,144,0.001 ,0.283 ,0.000 
1963,38,0.000 ,0.092 ,0.000 
1964,68,0.000 ,0.133 ,10153.553 
1965,47,0.000 ,0.095 ,1251.853 
1969,51,0.000 ,0.123 ,0.000 
1973,49,0.000 ,0.128 ,0.000 
1977,82,0.000 ,0.125 ,15807.488 
1979,32,0.000 ,0.081 ,224.127 
1983,17,0.000 ,0.036 ,0.000 
1985,77,0.000 ,0.068 ,7508.393 
1987,36,0.000 ,0.106 ,0.000 
1990,124,0.001 ,0.370 ,19018.020 
1991,91,0.000 ,0.049 ,4930.959 
1992,99,0.000 ,0.207 ,8057.577 
1997,143,0.000 ,0.126 ,24351.048 
2004,32,0.000 ,0.083 ,0.000 
2007,12,0.000 ,0.058 ,0.000 
2014,60,0.001 ,0.153 ,11959.879 
2055,14,0.000 ,0.031 ,0.000 
2060,21,0.000 ,0.043 ,0.000 
2062,189,0.000 ,0.161 ,45820.748 
2066,254,0.002 ,0.810 ,0.000 
2071,67,0.000 ,0.146 ,1730.653 
2073,49,0.000 ,0.109 ,0.000 
2076,30,0.000 ,0.089 ,0.000 
2079,30,0.000 ,0.053 ,0.000 
2085,57,0.000 ,0.053 ,12610.422 
