Id,Name,degree,pageranks,eigencentrality,betweenesscentrality
180,694,5,0.000 ,0.002 ,0.000 
181,700,20,0.000 ,0.012 ,0.000 
182,704,138,0.000 ,0.081 ,15124.062 
183,717,15,0.000 ,0.024 ,391.904 
184,730,80,0.000 ,0.049 ,4544.762 
185,733,57,0.000 ,0.049 ,4996.599 
186,741,38,0.000 ,0.073 ,0.000 
187,761,82,0.000 ,0.143 ,18231.675 
188,765,100,0.000 ,0.278 ,0.000 
189,779,14,0.000 ,0.009 ,0.000 
190,789,398,0.000 ,0.100 ,120406.218 
191,791,51,0.000 ,0.006 ,2649.309 
192,798,46,0.000 ,0.031 ,4153.987 
193,802,25,0.000 ,0.019 ,5562.206 
194,813,314,0.000 ,0.059 ,35570.597 
195,820,33,0.000 ,0.025 ,1668.795 
196,826,276,0.000 ,0.053 ,32888.786 
197,863,38,0.001 ,0.024 ,14265.065 
198,871,109,0.000 ,0.081 ,12661.086 
199,881,21,0.000 ,0.034 ,0.000 
200,885,25,0.000 ,0.020 ,981.156 
201,895,56,0.000 ,0.067 ,425.571 
202,897,20,0.000 ,0.022 ,342.959 
203,904,174,0.000 ,0.096 ,36073.957 
204,906,18,0.000 ,0.020 ,0.000 
205,907,39,0.000 ,0.046 ,3070.127 
206,913,34,0.000 ,0.040 ,2831.256 
207,922,200,0.001 ,0.045 ,55468.668 
208,932,28,0.000 ,0.021 ,35.356 
209,936,24,0.000 ,0.025 ,0.000 
210,955,25,0.000 ,0.022 ,0.000 
211,960,87,0.000 ,0.080 ,7238.136 
212,963,41,0.000 ,0.043 ,140.341 
213,966,32,0.000 ,0.050 ,0.000 
214,971,120,0.000 ,0.064 ,12657.794 
215,972,36,0.000 ,0.046 ,0.000 
216,978,160,0.001 ,0.218 ,51955.396 
217,979,22,0.000 ,0.038 ,0.000 
218,983,6,0.000 ,0.009 ,19.117 
219,991,21,0.000 ,0.028 ,0.000 
220,993,419,0.001 ,0.362 ,220309.095 
221,995,18,0.000 ,0.019 ,0.000 
222,1007,31,0.000 ,0.038 ,0.000 
223,1014,60,0.000 ,0.074 ,0.000 
224,1022,47,0.000 ,0.066 ,5677.709 
225,1026,189,0.001 ,0.403 ,0.000 
226,1032,60,0.000 ,0.035 ,8317.201 
227,1035,76,0.000 ,0.150 ,9555.607 
228,1043,48,0.000 ,0.023 ,1884.974 
229,1055,221,0.000 ,0.032 ,10043.814 
230,1062,193,0.000 ,0.051 ,34647.738 
231,1125,67,0.000 ,0.053 ,15742.370 
232,1144,26,0.000 ,0.013 ,466.874 
233,1152,22,0.000 ,0.024 ,0.000 
234,1156,38,0.000 ,0.042 ,18740.509 
235,1160,45,0.000 ,0.025 ,1075.558 
236,1167,231,0.000 ,0.113 ,50874.420 
237,1168,22,0.000 ,0.030 ,195.523 
238,1218,33,0.000 ,0.032 ,0.000 
239,1220,13,0.000 ,0.015 ,0.000 
240,1221,90,0.000 ,0.013 ,3156.326 
241,1222,45,0.000 ,0.072 ,0.000 
242,1234,80,0.000 ,0.107 ,4281.872 
243,1241,62,0.000 ,0.034 ,7129.204 
244,1248,75,0.000 ,0.111 ,8869.780 
245,1253,108,0.000 ,0.103 ,13072.624 
246,1261,77,0.000 ,0.156 ,2297.305 
247,1297,385,0.002 ,0.777 ,137379.791 
248,1321,26,0.000 ,0.032 ,0.000 
249,1326,22,0.000 ,0.022 ,2445.100 
250,1377,72,0.000 ,0.066 ,4862.480 
251,1389,28,0.000 ,0.033 ,0.000 
252,1390,62,0.000 ,0.056 ,9166.760 
253,1394,39,0.000 ,0.049 ,4842.905 
254,1396,29,0.000 ,0.046 ,0.000 
255,1428,271,0.000 ,0.157 ,54108.099 
256,1439,44,0.000 ,0.059 ,4316.279 
257,1441,62,0.000 ,0.038 ,9655.600 
258,1442,44,0.000 ,0.022 ,17296.505 
259,1446,20,0.000 ,0.023 ,2459.486 
260,1453,116,0.001 ,0.363 ,0.000 
261,1464,60,0.001 ,0.077 ,0.000 
262,1465,27,0.000 ,0.027 ,693.950 
263,1468,53,0.000 ,0.052 ,1828.857 
264,1471,116,0.000 ,0.095 ,29037.978 
265,1472,5,0.000 ,0.006 ,4.909 
266,1476,51,0.000 ,0.081 ,0.000 
267,1478,13,0.000 ,0.018 ,0.000 
268,1484,54,0.000 ,0.091 ,0.000 
269,1485,19,0.000 ,0.019 ,0.000 
270,1487,159,0.000 ,0.089 ,17263.548 
271,1489,111,0.000 ,0.091 ,22986.650 
272,1490,28,0.000 ,0.031 ,0.000 
273,1497,80,0.000 ,0.082 ,14621.877 
274,1501,67,0.000 ,0.060 ,7341.003 
275,1506,74,0.000 ,0.051 ,9188.143 
276,1507,14,0.000 ,0.010 ,71.679 
277,1513,28,0.000 ,0.035 ,0.000 
278,1514,101,0.000 ,0.213 ,0.000 
279,1518,28,0.000 ,0.040 ,0.000 
280,1524,27,0.000 ,0.026 ,2547.019 
281,1525,87,0.000 ,0.077 ,13190.626 
282,1531,19,0.000 ,0.023 ,0.000 
283,1532,11,0.000 ,0.011 ,0.000 
284,1533,9,0.000 ,0.013 ,0.000 
285,1538,139,0.000 ,0.088 ,18349.066 
286,1549,832,0.001 ,0.816 ,838174.431 
287,1555,124,0.000 ,0.092 ,7339.884 
288,1556,29,0.000 ,0.046 ,0.000 
289,1557,12,0.000 ,0.019 ,0.000 
290,1563,24,0.000 ,0.023 ,0.000 
291,1569,34,0.000 ,0.042 ,154.009 
292,1573,57,0.000 ,0.086 ,0.000 
293,1587,32,0.000 ,0.054 ,2545.978 
294,1597,33,0.000 ,0.069 ,0.000 
295,1610,36,0.000 ,0.035 ,947.931 
296,1619,23,0.000 ,0.052 ,10.184 
297,1641,41,0.000 ,0.093 ,4778.328 
298,1648,70,0.000 ,0.168 ,0.000 
299,1652,29,0.000 ,0.041 ,0.000 
300,1654,38,0.000 ,0.058 ,0.000 
301,1657,8,0.000 ,0.007 ,0.000 
302,1662,39,0.000 ,0.043 ,1563.306 
303,1669,22,0.000 ,0.023 ,0.000 
304,1679,81,0.001 ,0.257 ,0.000 
305,1689,17,0.000 ,0.027 ,5.150 
306,1692,21,0.000 ,0.028 ,63.651 
307,1701,159,0.000 ,0.101 ,43130.631 
308,1716,16,0.000 ,0.025 ,2409.746 
309,1718,63,0.000 ,0.103 ,0.000 
310,1752,31,0.000 ,0.053 ,0.000 
311,1758,51,0.000 ,0.077 ,163.219 
312,1768,29,0.000 ,0.067 ,0.000 
313,1774,61,0.000 ,0.120 ,0.000 
314,1783,111,0.000 ,0.122 ,11091.030 
315,1787,55,0.000 ,0.157 ,0.000 
316,1788,28,0.000 ,0.057 ,0.000 
317,1798,31,0.000 ,0.061 ,0.000 
318,1861,25,0.000 ,0.049 ,0.000 
319,1864,46,0.000 ,0.069 ,0.000 
320,1982,165,0.001 ,0.403 ,49125.721 
321,2409,16,0.000 ,0.035 ,0.000 
322,2651,431,0.001 ,0.472 ,169890.770 
323,2843,11,0.000 ,0.008 ,0.000 
324,2909,122,0.000 ,0.234 ,20702.266 
325,3892,94,0.001 ,0.330 ,0.000 
326,4037,472,0.005 ,0.962 ,192353.720 
327,4134,40,0.000 ,0.139 ,5854.027 
328,4792,122,0.001 ,0.211 ,30138.781 
329,4942,9,0.000 ,0.019 ,0.000 
330,5323,45,0.000 ,0.119 ,446.660 
331,5697,334,0.001 ,0.374 ,113437.077 
332,6227,56,0.000 ,0.146 ,4879.451 
333,6330,81,0.001 ,0.244 ,7175.045 
334,6624,195,0.000 ,0.198 ,25270.915 
335,6765,52,0.000 ,0.178 ,2427.528 
336,6790,76,0.001 ,0.200 ,17723.956 
337,6965,2,0.000 ,0.001 ,0.000 
338,7161,5,0.000 ,0.016 ,0.000 
339,7632,178,0.002 ,0.608 ,0.000 
340,8290,101,0.001 ,0.207 ,0.000 
341,7,24,0.000 ,0.000 ,0.000 
342,32,18,0.000 ,0.022 ,4662.484 
343,105,24,0.000 ,0.033 ,6991.468 
344,524,21,0.000 ,0.007 ,0.000 
345,1190,42,0.000 ,0.041 ,8505.432 
346,1193,130,0.001 ,0.139 ,33697.282 
347,1425,46,0.000 ,0.058 ,0.000 
348,1919,240,0.001 ,0.293 ,56881.781 
349,8287,42,0.001 ,0.037 ,0.000 
350,36,261,0.000 ,0.028 ,31031.462 
351,49,37,0.000 ,0.034 ,13987.406 
352,144,29,0.000 ,0.024 ,0.000 
353,150,54,0.000 ,0.017 ,6522.702 
354,389,10,0.000 ,0.006 ,0.000 
355,506,32,0.000 ,0.076 ,0.000 
356,587,54,0.000 ,0.060 ,6716.764 
357,607,12,0.000 ,0.010 ,0.000 
358,622,12,0.000 ,0.011 ,0.000 
359,624,16,0.000 ,0.006 ,7.304 
360,627,15,0.000 ,0.013 ,0.000 
361,628,18,0.000 ,0.008 ,2375.986 
362,631,17,0.000 ,0.011 ,0.000 
363,636,41,0.000 ,0.031 ,2554.447 
364,637,55,0.000 ,0.039 ,16356.989 
365,657,18,0.000 ,0.008 ,55.816 
366,658,27,0.000 ,0.011 ,2849.142 
367,674,31,0.000 ,0.013 ,504.548 
368,677,37,0.000 ,0.028 ,4765.083 
369,681,23,0.000 ,0.014 ,0.000 
370,687,12,0.000 ,0.008 ,0.000 
371,715,52,0.000 ,0.020 ,18258.151 
372,719,34,0.000 ,0.034 ,3132.833 
373,725,24,0.000 ,0.016 ,837.114 
374,749,101,0.000 ,0.030 ,10630.709 
375,760,23,0.000 ,0.022 ,14974.570 
376,778,25,0.000 ,0.069 ,0.000 
377,806,15,0.000 ,0.009 ,0.000 
378,810,65,0.000 ,0.029 ,3277.878 
379,817,67,0.000 ,0.058 ,0.000 
380,822,27,0.000 ,0.012 ,7623.033 
381,844,76,0.000 ,0.042 ,7086.281 
382,866,17,0.000 ,0.017 ,0.000 
383,868,22,0.000 ,0.017 ,0.000 
384,875,17,0.000 ,0.018 ,0.000 
385,878,35,0.000 ,0.032 ,0.000 
386,882,23,0.000 ,0.011 ,158.907 
387,938,36,0.000 ,0.098 ,1238.833 
388,977,24,0.000 ,0.029 ,0.000 
389,1092,13,0.000 ,0.011 ,0.000 
390,9,81,0.000 ,0.000 ,0.000 
391,517,20,0.000 ,0.006 ,0.000 
392,559,43,0.000 ,0.047 ,5041.372 
393,626,88,0.000 ,0.067 ,16993.131 
394,918,43,0.000 ,0.017 ,3981.089 
395,982,77,0.000 ,0.038 ,6228.013 
396,1049,77,0.001 ,0.184 ,19342.109 
397,1103,62,0.000 ,0.106 ,8142.074 
398,1384,90,0.000 ,0.126 ,25400.778 
399,1580,42,0.000 ,0.089 ,0.000 
400,1618,28,0.000 ,0.061 ,0.000 
401,1717,213,0.001 ,0.181 ,62113.761 
402,1855,117,0.001 ,0.112 ,38977.702 
403,1966,109,0.000 ,0.193 ,6385.917 
404,743,15,0.000 ,0.012 ,0.000 
405,746,28,0.000 ,0.028 ,0.000 
406,748,18,0.000 ,0.016 ,36.238 
407,750,25,0.000 ,0.031 ,0.000 
408,11,743,0.000 ,0.000 ,0.000 
409,15,411,0.004 ,0.866 ,585088.676 
410,72,318,0.001 ,0.362 ,405413.298 
411,95,41,0.001 ,0.059 ,35107.415 
412,204,143,0.001 ,0.415 ,12257.131 
413,230,50,0.001 ,0.070 ,16288.967 
414,313,100,0.000 ,0.065 ,19460.971 
415,332,55,0.000 ,0.133 ,0.000 
416,334,82,0.000 ,0.039 ,18024.905 
417,338,16,0.000 ,0.009 ,72.848 
418,350,50,0.000 ,0.115 ,3808.894 
419,372,48,0.000 ,0.064 ,2781.390 
420,429,26,0.000 ,0.021 ,654.644 
421,465,99,0.000 ,0.329 ,14616.290 
422,575,17,0.000 ,0.023 ,89.555 
423,608,107,0.000 ,0.286 ,10674.712 
424,644,81,0.001 ,0.070 ,27796.742 
425,647,66,0.000 ,0.052 ,3946.395 
426,684,17,0.000 ,0.010 ,2388.687 
427,705,48,0.000 ,0.020 ,1769.707 
428,707,151,0.000 ,0.029 ,7204.422 
429,710,147,0.000 ,0.071 ,20841.826 
430,722,320,0.000 ,0.123 ,76277.235 
431,744,11,0.000 ,0.026 ,180.259 
432,762,322,0.002 ,0.703 ,184420.022 
433,763,122,0.000 ,0.117 ,23144.648 
434,764,71,0.000 ,0.118 ,3539.202 
435,771,35,0.000 ,0.021 ,13828.043 
436,793,10,0.000 ,0.005 ,0.000 
437,803,37,0.000 ,0.036 ,1504.230 
438,805,129,0.000 ,0.053 ,11963.487 
439,825,270,0.001 ,0.437 ,150770.359 
440,829,36,0.000 ,0.021 ,0.000 
441,836,53,0.000 ,0.051 ,1793.290 
442,837,17,0.000 ,0.011 ,1334.595 
443,838,65,0.000 ,0.036 ,10608.656 
444,839,10,0.000 ,0.009 ,0.000 
445,849,29,0.000 ,0.019 ,0.000 
446,853,52,0.000 ,0.044 ,4741.174 
447,859,61,0.000 ,0.111 ,6236.923 
448,873,32,0.000 ,0.052 ,4423.855 
449,887,56,0.000 ,0.123 ,3229.807 
450,908,65,0.000 ,0.144 ,1455.841 
451,929,10,0.000 ,0.007 ,0.000 
452,934,12,0.000 ,0.014 ,0.000 
453,935,68,0.000 ,0.084 ,12816.920 
454,937,119,0.000 ,0.141 ,29251.219 
455,941,146,0.001 ,0.072 ,35519.179 
456,942,12,0.000 ,0.009 ,0.000 
457,943,50,0.000 ,0.023 ,5996.791 
458,945,25,0.000 ,0.019 ,0.000 
459,946,171,0.000 ,0.129 ,27536.529 
460,947,70,0.000 ,0.120 ,3558.759 
461,956,68,0.000 ,0.031 ,3768.305 
462,958,42,0.000 ,0.044 ,0.000 
463,968,38,0.000 ,0.087 ,1014.807 
464,975,41,0.000 ,0.077 ,12688.193 
465,985,39,0.000 ,0.037 ,817.987 
466,989,45,0.000 ,0.055 ,0.000 
467,999,41,0.000 ,0.049 ,706.720 
468,1000,98,0.000 ,0.089 ,16679.751 
469,1006,160,0.000 ,0.036 ,52110.764 
470,1012,40,0.000 ,0.117 ,8528.705 
471,1018,51,0.000 ,0.111 ,3956.368 
472,1031,87,0.001 ,0.165 ,28419.779 
473,1034,66,0.000 ,0.074 ,4457.941 
474,1061,32,0.000 ,0.089 ,221.452 
475,1075,105,0.000 ,0.031 ,10570.626 
476,1080,58,0.001 ,0.041 ,26755.919 
477,1097,134,0.000 ,0.120 ,11676.371 
478,1111,122,0.001 ,0.117 ,47579.235 
479,1124,38,0.000 ,0.028 ,1650.194 
480,1127,95,0.000 ,0.057 ,8834.555 
481,1128,28,0.000 ,0.017 ,253.306 
482,1137,157,0.000 ,0.051 ,16234.280 
483,1151,543,0.000 ,0.171 ,132579.829 
484,1154,40,0.000 ,0.087 ,4940.599 
485,1164,112,0.000 ,0.160 ,12130.108 
486,1165,60,0.000 ,0.118 ,10946.565 
487,1185,92,0.000 ,0.156 ,21193.149 
488,1186,193,0.002 ,0.270 ,0.000 
489,1191,42,0.000 ,0.130 ,0.000 
490,1196,28,0.000 ,0.015 ,3385.831 
491,1199,64,0.001 ,0.120 ,18259.309 
492,1200,149,0.000 ,0.095 ,14467.265 
493,1201,125,0.000 ,0.164 ,15475.938 
494,1203,61,0.000 ,0.053 ,12155.507 
495,1211,267,0.001 ,0.429 ,104367.593 
496,1230,80,0.000 ,0.115 ,7181.149 
497,1239,66,0.000 ,0.203 ,4265.125 
498,1243,41,0.000 ,0.114 ,338.646 
499,1250,43,0.000 ,0.099 ,0.000 
500,1259,66,0.000 ,0.029 ,10282.564 
501,1260,15,0.000 ,0.019 ,81.372 
502,1279,188,0.000 ,0.143 ,52785.746 
503,1282,21,0.000 ,0.006 ,1210.880 
504,1284,76,0.000 ,0.136 ,8171.703 
505,1285,77,0.000 ,0.106 ,9943.685 
506,1286,113,0.000 ,0.069 ,21398.506 
507,1296,40,0.000 ,0.037 ,6711.980 
508,1305,363,0.000 ,0.189 ,120900.781 
509,1307,87,0.001 ,0.319 ,0.000 
510,1310,66,0.001 ,0.211 ,7151.137 
511,1319,253,0.001 ,0.140 ,51132.286 
512,1322,71,0.000 ,0.125 ,6003.978 
513,1330,46,0.000 ,0.084 ,0.000 
514,1353,75,0.000 ,0.111 ,4527.980 
515,1360,75,0.000 ,0.155 ,8767.626 
516,1372,17,0.000 ,0.023 ,0.000 
517,1374,551,0.001 ,0.202 ,145683.779 
518,1375,33,0.000 ,0.041 ,414.184 
519,1378,73,0.000 ,0.153 ,2201.715 
520,1382,43,0.000 ,0.032 ,6363.689 
521,1385,163,0.001 ,0.365 ,37160.497 
522,1402,34,0.000 ,0.036 ,0.000 
523,1407,48,0.000 ,0.086 ,5026.031 
524,1411,39,0.000 ,0.075 ,361.205 
525,1413,70,0.000 ,0.099 ,0.000 
526,1418,28,0.000 ,0.031 ,0.000 
527,1420,38,0.000 ,0.036 ,536.979 
528,1435,10,0.000 ,0.014 ,0.000 
529,1437,47,0.001 ,0.135 ,0.000 
530,1444,28,0.000 ,0.042 ,5192.747 
531,1482,105,0.000 ,0.193 ,5776.146 
532,1486,14,0.000 ,0.014 ,0.000 
533,1492,250,0.000 ,0.239 ,55206.423 
534,1496,284,0.000 ,0.172 ,61359.320 
535,1520,37,0.000 ,0.057 ,4891.141 
536,1521,166,0.000 ,0.190 ,16413.956 
537,1534,49,0.000 ,0.089 ,4899.018 
538,1542,283,0.000 ,0.072 ,49014.586 
539,1547,68,0.000 ,0.105 ,3510.953 
540,1550,62,0.000 ,0.030 ,10509.156 
541,1565,40,0.000 ,0.089 ,1199.112 
542,1566,96,0.000 ,0.115 ,6676.723 
543,1583,112,0.000 ,0.079 ,5612.928 
544,1585,203,0.001 ,0.249 ,37056.484 
545,1592,68,0.000 ,0.092 ,7710.387 
546,1608,428,0.000 ,0.184 ,102206.231 
547,1613,40,0.000 ,0.054 ,6635.963 
548,1621,139,0.000 ,0.163 ,21717.373 
549,1622,135,0.001 ,0.194 ,29410.462 
550,1628,45,0.000 ,0.057 ,1284.176 
551,1629,18,0.000 ,0.042 ,0.000 
552,1633,195,0.001 ,0.501 ,0.000 
553,1637,49,0.000 ,0.149 ,5162.535 
554,1638,44,0.001 ,0.047 ,17850.251 
555,1646,61,0.001 ,0.149 ,10103.545 
556,1649,24,0.000 ,0.045 ,0.000 
557,1653,45,0.000 ,0.137 ,690.539 
558,1658,47,0.000 ,0.079 ,5494.439 
559,1661,118,0.001 ,0.123 ,48002.229 
560,1672,27,0.000 ,0.066 ,0.000 
561,1680,90,0.000 ,0.258 ,1392.650 
562,1687,17,0.000 ,0.015 ,2476.078 
563,1688,119,0.001 ,0.334 ,16601.252 
564,1697,118,0.000 ,0.131 ,26243.257 
565,1700,173,0.000 ,0.211 ,31566.894 
566,1706,70,0.000 ,0.239 ,3697.618 
567,1707,61,0.000 ,0.048 ,6415.088 
568,1714,35,0.000 ,0.076 ,2838.341 
569,1726,60,0.001 ,0.124 ,0.000 
570,1729,89,0.001 ,0.236 ,12094.203 
571,1730,77,0.000 ,0.067 ,5311.452 
572,1732,40,0.000 ,0.042 ,3425.378 
573,1746,35,0.000 ,0.068 ,5906.207 
574,1747,27,0.000 ,0.077 ,553.123 
575,1749,97,0.000 ,0.096 ,7426.290 
576,1757,50,0.000 ,0.100 ,1841.690 
577,1769,137,0.000 ,0.229 ,26345.724 
578,1771,6,0.000 ,0.007 ,0.000 
579,1772,212,0.000 ,0.156 ,41858.306 
