Id,Label,度,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Modularity Class
865,865,12,3.5714285714285716,345.1041566641716,0.07685050223517637,0
881,881,14,3.3146399055489963,5839.899619923676,0.028394775505472574,4
893,893,15,3.6369539551357732,589.3613624514696,0.09660837727679981,7
928,928,44,2.907910271546635,7808.257664342523,0.09127749693131294,7
933,933,13,3.4421487603305785,1783.519877294465,0.043814197771868915,7
970,970,15,3.3164108618654073,1481.898699475171,0.05619073465948684,6
1042,1042,45,2.844155844155844,7602.997322217859,0.10356530170953572,1
1103,1103,33,3.5602125147579695,5850.3387739199725,0.282484938092001,7
1117,1117,23,3.4817001180637543,3421.4415488820223,0.15843680869237342,9
1127,1127,66,2.7373081463990556,12439.033853893608,0.07407236324603436,1
1154,1154,6,3.782172373081464,155.48559434093283,0.03312368564900379,7
1167,1167,25,3.0962219598583234,7999.818810978049,0.05376862377160023,7
1180,1180,9,3.565525383707202,496.9149953989022,0.020624899764379118,3
1183,1183,34,3.1835891381345927,9856.833523486373,0.11265083460888048,0
1185,1185,67,2.809917355371901,13565.461173768688,0.12132333522059305,7
1187,1187,18,3.7113341204250294,832.5751108367808,0.06542828305189581,5
1189,1189,99,2.7101534828807554,23723.629902808967,0.12796129122185984,7
1190,1190,41,2.832349468713105,6829.910251131203,0.0768568436741614,0
1192,1192,2,0.0,0.0,0.017969695528077024,0
1196,1196,11,3.0200708382526567,238.83669339980966,0.021383688856289135,1
1208,1208,10,0.0,0.0,0.08092291215187462,6
1231,1231,35,2.958677685950413,8662.07370233619,0.08393183364481861,0
1237,1237,15,3.1351829988193622,2052.4875743517023,0.026616958583983746,7
1249,1249,4,4.310507674144038,1289.8017362166147,0.017932519759369443,4
1262,1262,9,3.3913813459268005,574.8855061188929,0.052170129103393366,7
1270,1270,12,3.372491145218418,1236.988546783349,0.06727771165696417,5
1281,1281,117,2.64344746162928,40528.529755353375,0.15800719076385186,1
1288,1288,2,3.844746162927981,0.0,0.01734351837327921,0
1315,1315,5,3.474616292798111,72.46395322257464,0.01827425562957065,5
1335,1335,13,3.5153482880755607,280.3646908739807,0.040963289227129676,8
1340,1340,21,3.331168831168831,3426.6307510590127,0.06022206308576241,5
1344,1344,18,2.9952774498229044,2133.6999742992784,0.03939366892630239,0
1349,1349,15,3.239079102715466,1369.685982267939,0.08092964248932769,0
1352,1352,6,3.6853600944510037,75.45058933713138,0.026551661921290076,4
1371,1371,3,4.41086186540732,167.95424505221382,0.03663044425896775,3
1373,1373,28,2.855371900826446,3341.5893505339195,0.0323564658723065,5
1412,1412,10,3.70543093270366,1147.8368366298298,0.0442851573934939,5
1415,1415,9,3.407319952774498,229.83970159851359,0.040504196007389935,7
1419,1419,8,4.65112160566706,74.6705830814506,0.10674257052362988,0
1461,1461,3,4.026564344746163,92.33594543075387,0.020726229688605376,6
1463,1463,15,3.2337662337662336,2564.54609238836,0.0828463286807815,1
1501,1501,5,4.650531286894923,31.735482268882134,0.058760223968126,2
1578,1578,8,3.7615112160566704,890.0532854372693,0.04181461534348278,7
1609,1609,1,0.0,0.0,0.01734351837327921,7
1620,1620,2,0.0,0.0,0.019125921921007087,8
1649,1649,6,3.887249114521842,1229.841982612288,0.057614533067949,0
1662,1662,2,0.0,0.0,0.028372032969648037,2
1711,1711,1,0.0,0.0,0.01734351837327921,7
1728,1728,4,3.89728453364817,22.761625817130017,0.02744411045807249,6
1738,1738,6,3.5365997638724913,322.94394440697613,0.0248280085800793,1
1748,1748,15,3.1841794569067297,1852.8956586119418,0.01734351837327921,7
1751,1751,1,0.0,0.0,0.01734351837327921,7
1793,1793,2,4.45749704840614,783.9650727482842,0.01734351837327921,7
1795,1795,1,0.0,0.0,0.01734351837327921,7
30,30,16,4.5602125147579695,1510.0473138293596,0.16642622947357777,6
31,31,1,0.0,0.0,0.00818250557260716,6
32,32,207,2.675914994096812,167891.94188333015,1.0,1
312,312,13,3.270956316410862,1838.779205966961,0.09100913311018377,6
68,68,40,3.2744982290436835,5001.169006498465,0.3474314105398349,7
72,72,77,3.2744982290436835,19180.090472981425,0.6450525199709501,6
482,482,77,2.8902007083825265,18258.595220067527,0.41321732049259113,7
1565,1565,41,2.8482880755608027,14541.649536741908,0.1266925324557882,6
753,753,51,2.938606847697757,14090.84133007682,0.24615298830493,9
8,8,64,1.0,1394.72038001813,0.5795915244704691,4
164,164,10,4.667060212514758,1375.277271802074,0.08782500163790091,1
644,644,83,3.0436835891381344,20639.128419588065,0.3728908447816251,9
12,12,142,2.5035419126328216,58928.00422522285,0.202402026372269,8
52,52,49,3.552538370720189,10418.845174480335,0.4484016763510455,4
154,154,19,5.237898465171193,178.8415836215947,0.2723958382686768,9
311,311,30,3.7744982290436835,1051.695659935023,0.3547115589255878,4
460,460,39,3.61629279811098,5268.409811156892,0.3696314733751407,4
1039,1039,33,3.320543093270366,4523.540167749606,0.2549526251131137,6
1050,1050,23,3.3276269185360094,4348.7670175277735,0.17525903466576304,7
1338,1338,38,2.8494687131050767,8920.174600037428,0.09248008542550364,5
1573,1573,18,3.9321133412042504,2288.158760519849,0.21578502160120683,9
1682,1682,2,0.0,0.0,0.06991003054810087,8
1749,1749,14,3.667060212514758,4412.835255444923,0.12001864921598536,0
825,825,7,0.0,0.0,0.1113708560692507,2
353,353,40,3.4628099173553717,6210.276691400835,0.3515739960315857,5
396,396,37,3.3913813459268005,3581.7837197976523,0.3317049971060834,4
957,957,4,0.0,0.0,0.0945695137181825,2
1015,1015,9,0.0,0.0,0.15635307669197474,1
1072,1072,46,3.104486422668241,10243.578239436472,0.20810120077215707,7
1505,1505,7,0.0,0.0,0.12441054550312727,4
1645,1645,3,0.0,0.0,0.08651082909343485,2
33,33,3,0.0,0.0,0.09375560142478837,0
59,59,18,0.0,0.0,0.20718807694251473,9
77,77,1,0.0,0.0,0.050040669708437846,1
125,125,5,1.0,399.43091720934456,0.09102216013833396,6
130,130,1,0.0,0.0,0.050040669708437846,1
174,174,16,3.758559622195986,799.4390114112084,0.13917218393683053,1
179,179,2,0.0,0.0,0.05460266324326899,1
198,198,10,3.760920897284534,549.8086328205513,0.08846172758176356,7
494,494,15,3.0826446280991737,2382.6734539318463,0.05570043273218474,1
518,518,16,3.4439197166469895,5072.953916617434,0.10348901826833694,0
698,698,14,4.624557260920898,54.59503301558495,0.17741176097003036,7
773,773,15,5.322314049586777,320.15274839393015,0.15409591568737727,2
780,780,4,3.6729634002361276,168.83083412730142,0.050915704368501485,2
815,815,47,3.282762691853601,7457.190883581817,0.3754429522412651,7
983,983,16,3.3612750885478158,2044.3799590239182,0.0912857542312656,0
1053,1053,7,0.0,0.0,0.09112191434150858,9
1232,1232,2,0.0,0.0,0.05324679870962438,2
1336,1336,5,3.95926800472255,49.94712621818102,0.06645972934785856,1
1372,1372,8,0.0,0.0,0.10747074208952981,7
1385,1385,3,0.0,0.0,0.06870853058061308,0
1386,1386,4,3.9704840613931522,68.18913306431625,0.0635934006014092,1
1403,1403,17,2.948642266824085,3014.130578035688,0.06152043182361833,0
1497,1497,20,3.962219598583235,1663.833747495429,0.2263297986850003,7
1518,1518,7,3.6192443919716646,1163.8702462216486,0.08206507263517122,0
1519,1519,1,0.0,0.0,0.050040669708437846,1
1543,1543,99,2.6741440377804016,43621.97402606798,0.06709354130753097,0
1657,1657,22,2.8624557260920898,9246.11816340285,0.052973557078946215,0
1665,1665,22,3.144628099173554,6706.534827858236,0.1327942076675675,7
1683,1683,2,0.0,0.0,0.05424892188388963,8
1689,1689,3,0.0,0.0,0.0896735011264916,2
1692,1692,3,0.0,0.0,0.09195015588577261,0
1710,1710,1,0.0,0.0,0.050040669708437846,1
1809,1809,2,0.0,0.0,0.06956981312296417,2
1829,1829,1,0.0,0.0,0.050040669708437846,1
1838,1838,1,0.0,0.0,0.050040669708437846,1
1856,1856,1,0.0,0.0,0.050040669708437846,1
1857,1857,1,0.0,0.0,0.050040669708437846,1
36,36,89,2.5873671782762693,20228.633746514606,0.059447068442479656,2
88,88,34,3.2632821723730814,5657.538573704405,0.35979499725633324,1
155,155,21,3.2349468713105076,1255.5402845770436,0.11939074218714654,1
221,221,23,3.2656434474616294,8178.451713728609,0.13146706234891223,4
6,6,65,3.6953955135773318,13110.12754660359,0.40808624773684327,9
73,73,36,3.8028335301062572,2093.9738739353184,0.3102659213510076,9
90,90,30,3.7632821723730814,2540.465140195403,0.22537329771177328,2
124,124,43,3.485832349468713,1972.2387706622444,0.22065582136650916,9
299,299,31,3.783943329397875,1728.4104069087286,0.2411262025482504,4
413,413,17,3.5690672963400236,2537.2491062664203,0.10365351377930099,9
597,597,8,3.926800472255018,422.96322299560205,0.0586041380356574,4
19,19,110,3.041322314049587,33752.60359031074,0.17158225110706218,2
250,250,63,3.0342384887839433,23152.799279443552,0.36489281000625584,9
254,254,79,3.2520661157024793,12677.659090296385,0.5770308321415095,6
834,834,46,3.1115702479338845,5015.688258764324,0.10170897270389669,9
34,34,57,3.645218417945691,4075.286650111564,0.31051860686943256,4
40,40,2,0.0,0.0,0.02365105566276013,2
56,56,17,4.240259740259741,6620.397593525615,0.16454466616760713,2
109,109,24,3.6747343565525386,3056.1828852863805,0.24322409826703265,4
127,127,25,3.520661157024793,1400.5642294064935,0.18335075962411984,5
209,209,34,3.321133412042503,3285.6496721324634,0.25526044080922894,4
598,598,123,2.667650531286895,56184.14065991157,0.5203562877282777,7
601,601,12,3.398465171192444,1146.6828435201617,0.06766869705867024,2
81,81,12,0.0,0.0,0.15604344165062875,4
103,103,255,2.680637544273908,132557.74302188554,0.6207721710210522,4
128,128,85,2.885478158205431,42317.018778509264,0.39741807342182417,7
547,547,34,3.0460448642266824,5792.869172985368,0.12560399751457565,1
134,134,6,3.678866587957497,79.61205044060036,0.05328449328747059,2
525,525,27,2.9722550177095632,3097.7337158426863,0.04506460811371937,0
1033,1033,45,2.9539551357733176,10715.566763718965,0.07303313767871841,1
1425,1425,7,3.41086186540732,47.252066901457184,0.0037816948230971147,6
291,291,13,3.485832349468713,2223.2076242304624,0.04931253635990594,1
37,37,1,0.0,0.0,0.0037816948230971147,2
50,50,48,3.6729634002361276,2939.3710156964626,0.3061483393443996,6
55,55,2,0.0,0.0,0.006798116102553122,2
75,75,12,4.4456906729634005,92.36106228929292,0.10894035088085365,4
89,89,2,0.0,0.0,0.014810209419465923,2
104,104,8,3.344155844155844,248.1168764224555,0.0277558681491685,7
110,110,2,0.0,0.0,0.023068620708785653,3
112,112,4,0.0,0.0,0.0188944059272124,2
113,113,1,0.0,0.0,0.0037816948230971147,2
119,119,14,3.6180637544273906,1123.8942476677673,0.08648136592953386,4
129,129,5,1.6666666666666667,2.226238971172676,0.050739850035567614,4
133,133,3,4.855371900826446,3.309487349028877,0.012404676322139083,2
147,147,10,4.632821723730815,53.12853055665308,0.032056978807190606,4
156,156,2,0.0,0.0,0.016574764369403958,7
214,214,44,3.3370720188902006,3857.6875946739315,0.1529145925072166,4
222,222,7,5.0041322314049586,45.21599627528344,0.0991542167170163,6
236,236,29,3.7473435655253837,2157.654567894657,0.2578962154480172,4
259,259,15,3.409090909090909,789.1576200733493,0.04126694176036046,4
296,296,38,3.4628099173553717,4095.775227642109,0.16663725612364483,6
361,361,26,3.1983471074380163,3153.8632730599475,0.08968836050922734,7
400,400,227,2.7467532467532467,109193.06903104104,0.4598634413659041,2
401,401,6,4.324675324675325,1717.2712080311294,0.03758970196507633,2
428,428,3,3.7449822904368357,14.153937063342921,0.014864727269678508,2
511,511,8,4.3931523022432115,56.48671232868515,0.05515715247332308,3
614,614,2,4.7786304604486425,1.2025673639501842,0.0037816948230971147,4
625,625,12,3.909090909090909,4872.899588891597,0.01697546175981094,1
779,779,25,3.020661157024793,6210.508784757488,0.029603843171292363,0
828,828,5,3.7898465171192446,38.73399250647825,0.006798628215413837,1
879,879,1,0.0,0.0,0.0037816948230971147,2
985,985,5,3.7857142857142856,170.93774052045526,0.00657119285865914,4
1059,1059,9,3.3046044864226682,1462.7548058914413,0.023068620708785653,7
41,41,183,2.6747343565525386,81733.42509789707,0.4279908757652249,2
479,479,51,3.049586776859504,6265.843704460627,0.2635397050682538,9
358,358,25,3.060802833530106,4029.4392395637083,0.21867052810352955,0
638,638,169,2.5348288075560803,90614.28739428543,0.3480631147031334,3
784,784,26,0.0,0.0,0.20391538922934668,7
1191,1191,4,0.0,0.0,0.06779424465114156,8
1346,1346,37,3.11629279811098,6571.813190363774,0.1283386182364409,0
1558,1558,3,0.0,0.0,0.0619910618473448,8
1622,1622,4,0.0,0.0,0.07186897228471435,8
63,63,82,3.2142857142857144,23725.18177547271,0.5546311741018402,1
620,620,31,3.386068476977568,3944.488792974043,0.12600948670352197,0
1302,1302,22,3.08913813459268,4417.291944858881,0.13765646402677742,7
632,632,23,3.2750885478158205,1570.5264297780998,0.13608821861445203,1
43,43,3,0.0,0.0,0.0633072810589871,0
1043,1043,12,3.2987012987012987,328.2761210415156,0.06538390617176151,7
1215,1215,31,2.727272727272727,4562.832903535685,0.04804210130036691,6
69,69,52,2.9403778040141675,8636.509098765138,0.09468673787069494,4
339,339,35,3.220188902007084,3754.659075654036,0.1534992670823075,7
445,445,13,3.781582054309327,2228.3275982865866,0.19246774028754776,4
669,669,4,0.0,0.0,0.04117236931833313,1
738,738,15,3.309917355371901,2676.344265041009,0.08768905005263784,0
767,767,5,3.6369539551357732,198.53563892421292,0.0386240753808589,7
831,831,32,3.3772136953955134,5726.872566243774,0.189193176589598,7
922,922,2,0.0,0.0,0.04104695519898159,0
955,955,2,0.0,0.0,0.05088255235064914,0
1091,1091,6,4.600354191263282,1305.8016714976163,0.0617281583534434,0
1097,1097,23,3.125147579693034,2737.406012803115,0.10509001252339852,5
1139,1139,7,0.0,0.0,0.13927687264476635,0
1161,1161,7,4.0271546635183,221.50078356499466,0.08408778334788053,7
1226,1226,4,3.7644628099173554,201.89063720968426,0.04321936126897382,0
1229,1229,1,0.0,0.0,0.0386240753808589,0
1266,1266,1,0.0,0.0,0.0386240753808589,0
1307,1307,1,0.0,0.0,0.0386240753808589,0
1309,1309,1,0.0,0.0,0.0386240753808589,0
1337,1337,2,0.0,0.0,0.043083605954811866,6
1356,1356,9,3.3778040141676504,1702.179135308297,0.05660058887312353,0
1357,1357,1,0.0,0.0,0.0386240753808589,0
1418,1418,1,0.0,0.0,0.0386240753808589,0
1428,1428,1,0.0,0.0,0.0386240753808589,0
1477,1477,1,0.0,0.0,0.0386240753808589,0
1482,1482,2,0.0,0.0,0.04490650957801073,0
1506,1506,1,0.0,0.0,0.0386240753808589,0
1512,1512,1,0.0,0.0,0.0386240753808589,0
1526,1526,12,4.0613931523022435,157.25463208891034,0.10465244188009708,0
1559,1559,1,0.0,0.0,0.0386240753808589,0
1597,1597,3,0.0,0.0,0.04671832025604861,1
1691,1691,1,0.0,0.0,0.0386240753808589,0
44,44,73,2.7963400236127507,26545.988108911002,0.16488891066779132,4
1271,1271,7,3.6841794569067297,120.66904433327039,0.012595815383731133,0
51,51,53,3.227272727272727,10908.049356416104,0.25546537159175375,2
48,48,53,4.407910271546635,6576.975196988204,0.4096465773330077,4
14,14,3,0.0,0.0,0.0503232535668702,4
514,514,44,3.4120425029515937,5396.8394785563705,0.20542662559877534,9
719,719,54,3.1198347107438016,9517.894292745268,0.22131184112033286,9
365,365,27,3.8630460448642268,1256.8094801562881,0.23987088725026887,4
456,456,50,2.956906729634002,9111.05971971467,0.19799179279328089,4
45,45,1,0.0,0.0,0.008779965740475022,4
46,46,5,1.0,126.01649608047889,0.05830461246466831,4
79,79,17,4.064344746162928,266.3162482666435,0.07441352070317243,4
92,92,3,0.0,0.0,0.037031850912403644,4
102,102,21,4.072018890200709,386.05189058231684,0.14928406654125714,6
116,116,2,0.0,0.0,0.010322201954299951,5
117,117,2,0.0,0.0,0.04130781702307917,4
141,141,5,0.0,0.0,0.043413426929710404,0
226,226,4,0.0,0.0,0.0330669065515588,7
228,228,32,3.3642266824085008,5354.479535452477,0.18517260589535167,4
373,373,13,3.884887839433294,86.50106232523277,0.08727782141951633,4
432,432,7,4.304604486422668,67.68110380888783,0.0419195611094968,7
1846,1846,1,0.0,0.0,0.008779965740475022,4
1850,1850,1,0.0,0.0,0.008779965740475022,4
1851,1851,1,0.0,0.0,0.008779965740475022,4
515,515,8,3.7131050767414404,358.5997219159586,0.10816001349734185,7
190,190,9,4.672963400236127,13.911906844144797,0.11823286797453393,6
100,100,3,0.0,0.0,0.025391816873469444,4
115,115,4,0.0,0.0,0.0299347231204703,1
208,208,1,0.0,0.0,0.01724560227629598,4
132,132,31,3.1334120425029517,8746.752564911714,0.24260832618747213,6
149,149,17,0.0,0.0,0.22081333575965295,6
146,146,10,3.2219598583234945,1898.1420439785732,0.045035096533019126,7
679,679,85,2.909681227863046,22667.965001993114,0.12023955748953727,6
309,309,50,3.3512396694214877,8932.218794207241,0.2520869754541101,7
739,739,23,3.157615112160567,2106.7289058351207,0.0267720973039911,7
161,161,13,4.056080283353011,475.1252832147227,0.06680639774293694,1
211,211,30,3.10271546635183,11543.90571419703,0.10624018294839871,4
233,233,29,3.537780401416765,2558.3681321441786,0.17878854000970695,1
251,251,4,0.0,0.0,0.07136296057168776,4
85,85,24,3.457497048406139,2496.759688941593,0.16637327062246396,6
265,265,9,0.0,0.0,0.11026380772712736,6
673,673,38,2.9669421487603307,7780.243052123615,0.11399304432679154,6
93,93,6,3.5295159386068478,939.5191973298939,0.04396010674798573,4
232,232,3,3.79456906729634,25.26314537423506,0.010446006920484297,4
284,284,5,0.0,0.0,0.061890086771321955,7
213,213,1,0.0,0.0,0.005663561347954735,4
246,246,1,0.0,0.0,0.005663561347954735,4
255,255,1,4.562241887905604,0.0,0.0,6
144,144,91,2.6717827626918536,48037.76727564887,0.2706794781209265,0
67,67,156,2.66469893742621,77381.63349706437,0.3720167160682914,2
1580,1580,22,2.922668240850059,7771.318519236181,0.045953487842826726,1
263,263,67,3.089728453364817,20906.886028668574,0.5046127143078983,7
352,352,21,4.030106257378985,285.3579899528452,0.21827772964836437,7
118,118,22,3.077331759149941,4797.525429874906,0.06437501034569919,6
393,393,54,3.180637544273908,10781.274530063913,0.3026511857296777,0
769,769,12,0.0,0.0,0.137648520603562,4
74,74,60,3.272727272727273,12530.483265543931,0.3735918326680847,9
1698,1698,4,3.447461629279811,1073.2881097169186,0.03468572462133773,4
193,193,59,3.282762691853601,11130.198272190695,0.26144441334009644,6
138,138,2,0.0,0.0,0.013922897015414517,2
558,558,1,0.0,0.0,0.012638051136464157,4
1392,1392,2,0.0,0.0,0.01495413609781592,2
1014,1014,18,3.572018890200708,5477.5339615671255,0.11075659893165739,6
636,636,16,3.409681227863046,712.7164694745845,0.08409316230472834,9
395,395,5,3.926800472255018,13.945330979829981,0.01823380596299724,4
97,97,75,3.447461629279811,18659.33924082604,0.6551671832307374,7
142,142,34,3.020661157024793,12217.640619896112,0.2216162658717583,8
758,758,43,2.8813459268004724,5636.61277055502,0.1507507271321413,9
991,991,20,3.0844155844155843,2779.575274637149,0.04494626640168837,9
1297,1297,12,3.152302243211334,999.0118805282124,0.020020985153590465,8
1283,1283,152,2.5867768595041323,60120.16558313888,0.18881280050515076,5
1235,1235,9,3.3524203069657617,2460.2644722131986,0.023771223887777023,3
181,181,26,3.3388429752066116,1842.993826049392,0.18862453499926787,7
340,340,6,5.237898465171193,47.10316026984269,0.04751043205624705,9
337,337,48,3.11629279811098,6156.7563862990055,0.2302404737786246,7
289,289,52,3.5,4514.917532138633,0.35096583690077005,4
356,356,19,3.652892561983471,4775.455347270731,0.12039211336190499,1
418,418,19,3.447461629279811,3296.3347163036215,0.0896591946160397,6
1124,1124,5,3.460448642266824,154.38418230427166,0.06379807617726022,3
98,98,9,4.4456906729634005,19.872710200896705,0.12834614237315847,6
191,191,52,3.9445100354191265,6015.109469785714,0.3728797204759855,4
1449,1449,20,3.6399055489964582,867.4276908744598,0.09974535076412176,9
276,276,16,3.887249114521842,595.2542904038152,0.072590351893431,8
298,298,18,4.285123966942149,452.23698786898916,0.14340008935559856,5
637,637,4,0.0,0.0,0.058585951875378905,3
421,421,7,4.427981109799291,75.4546885047885,0.029309604407248953,9
455,455,1,0.0,0.0,0.015252681318124609,9
458,458,1,0.0,0.0,0.015252681318124609,9
1007,1007,1,0.0,0.0,0.015252681318124609,9
1047,1047,4,4.615112160566706,20.729787531273868,0.024280108505146843,9
1073,1073,1,0.0,0.0,0.015252681318124609,9
1164,1164,1,0.0,0.0,0.015252681318124609,9
1347,1347,1,0.0,0.0,0.015252681318124609,9
495,495,66,2.7845336481700116,17347.420351420187,0.24281927238193016,7
278,278,21,3.8010625737898467,1001.7511315177362,0.18346159889360078,6
642,642,47,3.0590318772136955,10578.20487109851,0.21173425127234352,6
389,389,69,2.896103896103896,16758.59650969972,0.30677232513064284,7
862,862,15,0.0,0.0,0.14570957492714884,0
513,513,58,3.2508854781582053,11585.942718511273,0.3329233476658011,9
215,215,8,3.603896103896104,300.51473832941514,0.08162168764171186,6
1016,1016,2,0.0,0.0,0.019361940909053063,2
35,35,2,0.0,0.0,0.025953684251492963,4
324,324,9,3.731995277449823,1478.1801038261708,0.08741176586825584,8
707,707,21,0.0,0.0,0.22496385312162936,1
534,534,8,3.6629279811097994,697.4729634689477,0.07027258343032979,6
322,322,12,4.2213695395513575,86.45962988589127,0.11910230131054443,1
585,585,5,3.574970484061393,98.06948584022084,0.04038224435817567,2
571,571,8,3.645808736717828,99.66153756046707,0.0599941663710434,7
574,574,7,3.5696576151121606,253.92207349923535,0.016333971572377284,1
659,659,15,3.4427390791027155,859.8772616379832,0.10201528936552763,8
1071,1071,8,3.38370720188902,123.44537480248879,0.026546313981335334,8
