Id,Name,degree,pageranks,eigencentrality,betweenesscentrality
105,52484,178.000 ,0.000 ,0.038 ,1010042.857 
106,52802,46.000 ,0.000 ,0.005 ,314644.859 
107,54761,14.000 ,0.000 ,0.001 ,13362.052 
108,54806,40.000 ,0.000 ,0.005 ,85008.614 
109,56493,20.000 ,0.000 ,0.001 ,9003.923 
110,58574,44.000 ,0.000 ,0.002 ,183103.079 
111,61729,82.000 ,0.000 ,0.040 ,277341.069 
112,63071,40.000 ,0.000 ,0.002 ,172678.318 
113,63819,60.000 ,0.000 ,0.003 ,91816.863 
114,63948,234.000 ,0.000 ,0.154 ,240642.248 
115,64418,30.000 ,0.000 ,0.004 ,60914.328 
116,64432,12.000 ,0.000 ,0.000 ,34.660 
117,65032,16.000 ,0.000 ,0.000 ,70079.579 
118,65060,24.000 ,0.000 ,0.001 ,90458.349 
119,73560,30.000 ,0.000 ,0.006 ,27803.692 
120,73820,6.000 ,0.000 ,0.000 ,0.000 
121,74899,106.000 ,0.000 ,0.005 ,627195.709 
122,81913,22.000 ,0.000 ,0.002 ,41041.810 
123,88067,12.000 ,0.000 ,0.000 ,0.000 
124,88073,10.000 ,0.000 ,0.004 ,44953.726 
125,88436,60.000 ,0.000 ,0.012 ,146685.819 
126,89099,52.000 ,0.000 ,0.008 ,49878.272 
127,4137,14.000 ,0.000 ,0.000 ,8314.856 
128,7138,90.000 ,0.000 ,0.018 ,164606.912 
129,27599,86.000 ,0.000 ,0.018 ,67612.189 
130,35048,24.000 ,0.000 ,0.001 ,98399.063 
131,35088,6.000 ,0.000 ,0.000 ,0.000 
132,35341,36.000 ,0.000 ,0.001 ,110956.402 
133,41370,18.000 ,0.000 ,0.000 ,53118.856 
134,44242,2.000 ,0.000 ,0.000 ,0.000 
135,53381,4.000 ,0.000 ,0.000 ,0.000 
136,57809,160.000 ,0.000 ,0.086 ,774216.350 
137,58474,14.000 ,0.000 ,0.001 ,40987.865 
138,71712,10.000 ,0.000 ,0.000 ,2726.229 
139,77655,24.000 ,0.000 ,0.001 ,63641.231 
140,81318,6.000 ,0.000 ,0.000 ,0.000 
141,82414,2.000 ,0.000 ,0.000 ,0.000 
142,82495,16.000 ,0.000 ,0.001 ,28192.636 
143,86306,20.000 ,0.000 ,0.001 ,80558.979 
144,1817,22.000 ,0.000 ,0.001 ,27673.214 
145,5289,36.000 ,0.000 ,0.001 ,109301.362 
146,11575,28.000 ,0.000 ,0.001 ,6635.492 
147,25275,252.000 ,0.000 ,0.136 ,620324.313 
148,26954,52.000 ,0.000 ,0.002 ,180229.660 
149,33598,2.000 ,0.000 ,0.000 ,0.000 
150,43618,26.000 ,0.000 ,0.001 ,67706.397 
151,48834,46.000 ,0.000 ,0.002 ,124748.905 
152,54104,274.000 ,0.001 ,0.048 ,1181034.262 
153,62885,20.000 ,0.000 ,0.001 ,2094.858 
154,77170,16.000 ,0.000 ,0.001 ,10448.096 
155,78736,64.000 ,0.000 ,0.006 ,211566.886 
156,84809,32.000 ,0.000 ,0.001 ,90821.661 
157,31569,58.000 ,0.000 ,0.002 ,202161.686 
158,977,22.000 ,0.000 ,0.001 ,17801.917 
159,8659,68.000 ,0.000 ,0.002 ,253148.280 
160,8803,18.000 ,0.000 ,0.001 ,14772.388 
161,14126,12.000 ,0.000 ,0.001 ,14732.390 
162,14490,18.000 ,0.000 ,0.001 ,8922.852 
163,15663,18.000 ,0.000 ,0.001 ,25076.508 
164,16471,10.000 ,0.000 ,0.000 ,22404.000 
165,26432,8.000 ,0.000 ,0.000 ,0.000 
166,31086,46.000 ,0.000 ,0.005 ,429141.298 
167,32120,52.000 ,0.000 ,0.002 ,192076.587 
168,37048,46.000 ,0.000 ,0.002 ,101068.955 
169,37591,54.000 ,0.000 ,0.002 ,500288.953 
170,41954,18.000 ,0.000 ,0.001 ,27166.229 
171,43739,152.000 ,0.000 ,0.008 ,636916.745 
172,49286,220.000 ,0.000 ,0.039 ,221998.720 
173,62089,38.000 ,0.000 ,0.001 ,142084.323 
174,65747,30.000 ,0.000 ,0.002 ,230797.852 
175,68340,8.000 ,0.000 ,0.000 ,0.000 
176,68712,12.000 ,0.000 ,0.000 ,889.358 
177,73085,216.000 ,0.000 ,0.041 ,457516.744 
178,73185,6.000 ,0.000 ,0.000 ,0.000 
179,73477,34.000 ,0.000 ,0.002 ,100700.488 
180,75359,36.000 ,0.000 ,0.002 ,106279.073 
181,77737,18.000 ,0.000 ,0.000 ,2181.224 
182,81316,56.000 ,0.000 ,0.002 ,314586.088 
183,81877,60.000 ,0.000 ,0.002 ,288821.642 
184,83833,12.000 ,0.000 ,0.000 ,422.474 
185,84909,16.000 ,0.000 ,0.000 ,5455.656 
186,6631,4.000 ,0.000 ,0.000 ,330.743 
187,8687,36.000 ,0.000 ,0.002 ,21996.030 
188,20350,56.000 ,0.000 ,0.002 ,397020.993 
189,26707,16.000 ,0.000 ,0.001 ,6492.416 
190,31690,28.000 ,0.000 ,0.001 ,71987.541 
191,31803,8.000 ,0.000 ,0.001 ,2511.786 
192,32140,16.000 ,0.000 ,0.000 ,4471.571 
193,48014,166.000 ,0.000 ,0.079 ,138183.754 
194,49820,24.000 ,0.000 ,0.001 ,35020.593 
195,53822,60.000 ,0.000 ,0.002 ,376155.400 
196,56899,20.000 ,0.000 ,0.001 ,40403.520 
197,62941,46.000 ,0.000 ,0.005 ,143279.599 
198,69024,54.000 ,0.000 ,0.005 ,306983.454 
199,70179,34.000 ,0.000 ,0.001 ,101830.205 
200,71080,18.000 ,0.000 ,0.001 ,11743.906 
201,71444,20.000 ,0.000 ,0.001 ,34654.814 
202,73004,18.000 ,0.000 ,0.001 ,36403.319 
203,80024,16.000 ,0.000 ,0.001 ,1957.116 
204,5909,36.000 ,0.000 ,0.002 ,193253.475 
205,6792,24.000 ,0.000 ,0.001 ,73668.333 
206,22588,78.000 ,0.000 ,0.004 ,260275.796 
207,25442,36.000 ,0.000 ,0.002 ,80358.805 
208,30952,64.000 ,0.000 ,0.005 ,115561.095 
209,37114,14.000 ,0.000 ,0.001 ,6943.280 
210,55711,26.000 ,0.000 ,0.001 ,35594.479 
211,59562,28.000 ,0.000 ,0.002 ,63716.510 
212,67091,14.000 ,0.000 ,0.000 ,3602.880 
213,71897,44.000 ,0.000 ,0.003 ,125747.542 
214,72211,50.000 ,0.000 ,0.005 ,222798.496 
215,84206,46.000 ,0.000 ,0.003 ,115110.061 
216,84870,8.000 ,0.000 ,0.000 ,1510.096 
217,85733,58.000 ,0.000 ,0.011 ,22603.523 
218,87632,26.000 ,0.000 ,0.009 ,28983.599 
219,185,10.000 ,0.000 ,0.000 ,0.000 
220,1072,12.000 ,0.000 ,0.000 ,29361.596 
221,4593,22.000 ,0.000 ,0.001 ,10895.469 
222,5145,32.000 ,0.000 ,0.009 ,118064.888 
223,7456,16.000 ,0.000 ,0.004 ,74324.123 
224,13401,24.000 ,0.000 ,0.002 ,64218.339 
225,14402,52.000 ,0.000 ,0.002 ,152156.723 
226,14739,8.000 ,0.000 ,0.000 ,644.820 
227,16696,8.000 ,0.000 ,0.000 ,67200.000 
228,17387,28.000 ,0.000 ,0.001 ,49343.973 
229,20992,38.000 ,0.000 ,0.002 ,157176.961 
230,25481,46.000 ,0.000 ,0.002 ,301809.760 
231,30244,4.000 ,0.000 ,0.000 ,0.000 
232,32449,6.000 ,0.000 ,0.000 ,537.565 
233,38291,22.000 ,0.000 ,0.001 ,64563.106 
234,45317,60.000 ,0.000 ,0.003 ,290179.879 
235,45331,22.000 ,0.000 ,0.001 ,41418.059 
236,71532,32.000 ,0.000 ,0.003 ,79650.589 
237,78636,36.000 ,0.000 ,0.002 ,57363.914 
238,80733,78.000 ,0.000 ,0.003 ,473139.750 
239,81320,2.000 ,0.000 ,0.000 ,0.000 
240,48210,10.000 ,0.000 ,0.000 ,4226.329 
241,75588,38.000 ,0.000 ,0.001 ,110917.031 
242,28659,6.000 ,0.000 ,0.000 ,0.000 
243,22797,10.000 ,0.000 ,0.000 ,16464.326 
244,34837,6.000 ,0.000 ,0.000 ,0.000 
245,43338,20.000 ,0.000 ,0.001 ,82621.005 
246,328,4.000 ,0.000 ,0.000 ,0.000 
247,14186,4.000 ,0.000 ,0.000 ,0.000 
248,22458,60.000 ,0.000 ,0.011 ,117795.479 
249,30703,6.000 ,0.000 ,0.000 ,0.000 
250,53291,14.000 ,0.000 ,0.000 ,34157.240 
251,59620,8.000 ,0.000 ,0.000 ,1231.016 
252,78257,18.000 ,0.000 ,0.001 ,56407.964 
253,2942,4.000 ,0.000 ,0.000 ,0.000 
254,6580,40.000 ,0.000 ,0.001 ,228670.841 
255,8318,98.000 ,0.000 ,0.004 ,147913.626 
256,15793,58.000 ,0.000 ,0.002 ,348055.119 
257,19833,24.000 ,0.000 ,0.001 ,24768.998 
258,20374,28.000 ,0.000 ,0.001 ,130356.129 
259,25052,6.000 ,0.000 ,0.000 ,315.666 
260,33124,2.000 ,0.000 ,0.000 ,0.000 
261,41532,26.000 ,0.000 ,0.001 ,58271.258 
262,44426,6.000 ,0.000 ,0.001 ,19306.436 
263,46707,6.000 ,0.000 ,0.000 ,89592.000 
264,47929,12.000 ,0.000 ,0.000 ,35761.966 
265,61540,10.000 ,0.000 ,0.000 ,608.292 
266,64394,34.000 ,0.000 ,0.001 ,82275.173 
267,68231,12.000 ,0.000 ,0.000 ,5295.006 
268,68973,6.000 ,0.000 ,0.000 ,3278.827 
269,71947,92.000 ,0.000 ,0.004 ,267106.695 
270,72907,10.000 ,0.000 ,0.000 ,2596.015 
271,75748,22.000 ,0.000 ,0.001 ,117005.766 
272,82349,46.000 ,0.000 ,0.001 ,297107.013 
273,82994,38.000 ,0.000 ,0.001 ,180350.263 
274,87064,10.000 ,0.000 ,0.000 ,5028.794 
275,3613,2.000 ,0.000 ,0.000 ,0.000 
276,9797,192.000 ,0.000 ,0.029 ,186355.919 
277,12081,24.000 ,0.000 ,0.005 ,66434.766 
278,13250,16.000 ,0.000 ,0.000 ,70221.168 
279,19732,370.000 ,0.001 ,0.102 ,4039934.713 
280,27348,50.000 ,0.000 ,0.014 ,119363.174 
281,33539,98.000 ,0.000 ,0.017 ,358877.557 
282,34533,46.000 ,0.000 ,0.001 ,307436.253 
283,41168,52.000 ,0.000 ,0.002 ,213987.746 
284,54716,90.000 ,0.000 ,0.008 ,272226.173 
285,78471,18.000 ,0.000 ,0.001 ,32299.775 
286,595,194.000 ,0.000 ,0.091 ,161778.600 
287,611,486.000 ,0.000 ,0.848 ,91336.840 
288,662,154.000 ,0.000 ,0.078 ,0.000 
289,1426,24.000 ,0.000 ,0.001 ,16215.159 
290,1656,28.000 ,0.000 ,0.005 ,28710.802 
291,3070,340.000 ,0.000 ,0.209 ,63462.559 
292,5101,422.000 ,0.000 ,0.181 ,376397.055 
293,5574,244.000 ,0.000 ,0.101 ,248836.728 
294,5732,388.000 ,0.000 ,0.118 ,677654.215 
295,6090,508.000 ,0.001 ,0.184 ,1697326.789 
296,6429,708.000 ,0.001 ,0.911 ,390554.020 
297,8168,972.000 ,0.001 ,1.000 ,770042.392 
298,8371,154.000 ,0.000 ,0.078 ,0.000 
299,8939,60.000 ,0.000 ,0.007 ,210784.027 
300,9057,650.000 ,0.001 ,0.885 ,845534.030 
301,9381,338.000 ,0.000 ,0.152 ,159424.785 
302,9935,154.000 ,0.000 ,0.078 ,0.000 
303,11187,156.000 ,0.000 ,0.078 ,29394.454 
304,11544,154.000 ,0.000 ,0.078 ,0.000 
305,12416,154.000 ,0.000 ,0.078 ,0.000 
306,12735,154.000 ,0.000 ,0.078 ,0.000 
307,13797,154.000 ,0.000 ,0.078 ,0.000 
308,14431,286.000 ,0.000 ,0.137 ,76014.735 
309,14934,128.000 ,0.000 ,0.111 ,14854.641 
310,15104,100.000 ,0.000 ,0.034 ,368288.831 
311,16337,20.000 ,0.000 ,0.001 ,18135.100 
312,17201,154.000 ,0.000 ,0.078 ,0.000 
313,17376,154.000 ,0.000 ,0.078 ,0.000 
314,18198,730.000 ,0.001 ,0.900 ,313811.116 
315,18262,154.000 ,0.000 ,0.078 ,0.000 
316,19236,154.000 ,0.000 ,0.078 ,0.000 
317,19422,4.000 ,0.000 ,0.001 ,0.000 
318,23106,408.000 ,0.000 ,0.161 ,164421.103 
319,23158,154.000 ,0.000 ,0.078 ,0.000 
320,25617,20.000 ,0.000 ,0.005 ,11333.378 
321,26820,154.000 ,0.000 ,0.078 ,0.000 
322,26986,154.000 ,0.000 ,0.078 ,0.000 
323,26999,16.000 ,0.000 ,0.009 ,4241.650 
324,27095,154.000 ,0.000 ,0.078 ,0.000 
325,27314,154.000 ,0.000 ,0.078 ,0.000 
326,30344,848.000 ,0.001 ,0.936 ,523658.444 
327,31512,880.000 ,0.001 ,0.961 ,922899.778 
328,33111,964.000 ,0.001 ,0.999 ,800054.626 
329,36228,292.000 ,0.000 ,0.120 ,1555961.086 
330,37280,296.000 ,0.000 ,0.098 ,111102.575 
331,38297,228.000 ,0.000 ,0.124 ,48517.553 
332,41844,154.000 ,0.000 ,0.078 ,0.000 
333,42052,180.000 ,0.000 ,0.080 ,17836.915 
334,42739,154.000 ,0.000 ,0.078 ,0.000 
335,43170,106.000 ,0.000 ,0.034 ,250600.641 
336,44038,242.000 ,0.000 ,0.134 ,24034.508 
337,47827,154.000 ,0.000 ,0.078 ,0.000 
338,48470,666.000 ,0.001 ,0.310 ,1182028.746 
339,49422,574.000 ,0.000 ,0.869 ,335996.426 
340,49645,30.000 ,0.000 ,0.008 ,70516.069 
341,50556,154.000 ,0.000 ,0.078 ,0.000 
342,50583,154.000 ,0.000 ,0.078 ,0.000 
343,50822,760.000 ,0.001 ,0.926 ,580059.338 
344,51271,154.000 ,0.000 ,0.078 ,0.000 
345,51879,540.000 ,0.000 ,0.873 ,21960.414 
346,53386,4.000 ,0.000 ,0.001 ,0.000 
347,53936,24.000 ,0.000 ,0.006 ,11889.732 
348,57977,154.000 ,0.000 ,0.078 ,0.000 
349,58121,180.000 ,0.000 ,0.088 ,48955.069 
350,58847,154.000 ,0.000 ,0.078 ,0.000 
351,59445,328.000 ,0.000 ,0.097 ,420876.038 
352,59508,168.000 ,0.000 ,0.083 ,17564.355 
353,60453,12.000 ,0.000 ,0.001 ,325.504 
354,61804,154.000 ,0.000 ,0.078 ,0.000 
355,62902,154.000 ,0.000 ,0.078 ,0.000 
356,65387,220.000 ,0.000 ,0.094 ,197778.488 
357,66001,334.000 ,0.000 ,0.183 ,121942.131 
358,66700,502.000 ,0.001 ,0.339 ,650096.580 
359,67661,154.000 ,0.000 ,0.078 ,0.000 
360,68715,154.000 ,0.000 ,0.078 ,0.000 
361,69068,14.000 ,0.000 ,0.001 ,9675.256 
362,69155,154.000 ,0.000 ,0.078 ,0.000 
363,71788,982.000 ,0.001 ,0.956 ,1080643.789 
364,73171,154.000 ,0.000 ,0.078 ,0.000 
365,73179,154.000 ,0.000 ,0.078 ,0.000 
366,73828,162.000 ,0.000 ,0.079 ,168581.121 
367,73886,182.000 ,0.000 ,0.080 ,130070.329 
368,74244,154.000 ,0.000 ,0.078 ,0.000 
369,74915,154.000 ,0.000 ,0.078 ,0.000 
370,75966,188.000 ,0.000 ,0.088 ,145649.683 
371,75981,362.000 ,0.000 ,0.107 ,154826.640 
372,77063,248.000 ,0.000 ,0.116 ,85371.084 
373,77695,180.000 ,0.000 ,0.087 ,70597.697 
374,82269,154.000 ,0.000 ,0.078 ,0.000 
375,82289,154.000 ,0.000 ,0.078 ,0.000 
376,83133,694.000 ,0.001 ,0.908 ,119738.106 
377,84171,846.000 ,0.001 ,0.934 ,689030.726 
378,85115,190.000 ,0.000 ,0.091 ,244001.038 
379,85552,356.000 ,0.000 ,0.139 ,306843.268 
380,85842,154.000 ,0.000 ,0.078 ,0.000 
381,89072,28.000 ,0.000 ,0.012 ,79509.666 
382,996,84.000 ,0.000 ,0.046 ,0.000 
383,1077,482.000 ,0.000 ,0.847 ,62950.940 
384,1234,514.000 ,0.000 ,0.849 ,542978.255 
385,1610,664.000 ,0.001 ,0.900 ,261694.115 
386,1851,476.000 ,0.000 ,0.847 ,0.000 
387,1911,476.000 ,0.000 ,0.847 ,0.000 
388,3257,616.000 ,0.000 ,0.904 ,140393.400 
389,3919,846.000 ,0.001 ,0.956 ,371757.417 
390,4023,158.000 ,0.000 ,0.078 ,169392.020 
391,4249,384.000 ,0.000 ,0.265 ,232970.240 
392,4450,546.000 ,0.000 ,0.857 ,340966.586 
393,4725,610.000 ,0.000 ,0.885 ,201132.901 
394,4966,558.000 ,0.000 ,0.863 ,131325.380 
395,5355,132.000 ,0.000 ,0.118 ,9597.992 
396,5363,476.000 ,0.000 ,0.847 ,0.000 
397,5394,542.000 ,0.000 ,0.863 ,119078.906 
398,5790,476.000 ,0.000 ,0.847 ,0.000 
399,6182,478.000 ,0.000 ,0.847 ,9690.366 
400,6526,534.000 ,0.000 ,0.852 ,147221.166 
401,6777,482.000 ,0.000 ,0.849 ,1031.332 
402,6782,490.000 ,0.000 ,0.848 ,120889.396 
403,6852,518.000 ,0.000 ,0.850 ,404250.396 
404,6879,744.000 ,0.001 ,0.929 ,365933.173 
405,6999,192.000 ,0.000 ,0.102 ,56961.213 
406,7181,750.000 ,0.001 ,0.939 ,335387.135 
407,7369,566.000 ,0.000 ,0.864 ,127129.179 
408,7562,606.000 ,0.000 ,0.905 ,87908.898 
409,7613,272.000 ,0.000 ,0.117 ,227257.539 
410,7770,642.000 ,0.001 ,0.906 ,558086.490 
411,7913,642.000 ,0.001 ,0.906 ,312237.461 
412,8114,478.000 ,0.000 ,0.847 ,8967.678 
413,8265,476.000 ,0.000 ,0.847 ,0.000 
414,9290,476.000 ,0.000 ,0.847 ,0.000 
415,9681,476.000 ,0.000 ,0.847 ,0.000 
416,10306,498.000 ,0.000 ,0.848 ,122331.667 
417,10326,476.000 ,0.000 ,0.847 ,0.000 
418,10623,222.000 ,0.000 ,0.059 ,216695.847 
419,11279,650.000 ,0.001 ,0.894 ,388854.512 
420,11363,476.000 ,0.000 ,0.847 ,0.000 
421,11481,84.000 ,0.000 ,0.046 ,0.000 
422,11879,588.000 ,0.000 ,0.881 ,355116.064 
423,12011,186.000 ,0.000 ,0.083 ,41115.505 
424,12087,476.000 ,0.000 ,0.847 ,0.000 
425,12172,134.000 ,0.000 ,0.048 ,222988.706 
426,12728,476.000 ,0.000 ,0.847 ,0.000 
427,13097,526.000 ,0.000 ,0.851 ,694653.116 
428,13313,532.000 ,0.000 ,0.863 ,52394.321 
429,13495,496.000 ,0.000 ,0.848 ,171670.414 
430,14222,512.000 ,0.000 ,0.850 ,780857.359 
431,14274,476.000 ,0.000 ,0.847 ,0.000 
432,14989,634.000 ,0.000 ,0.893 ,172652.082 
433,15419,476.000 ,0.000 ,0.847 ,0.000 
434,15986,692.000 ,0.001 ,0.906 ,676314.989 
435,16320,642.000 ,0.000 ,0.891 ,149796.128 
436,16374,476.000 ,0.000 ,0.847 ,0.000 
437,16822,166.000 ,0.000 ,0.115 ,8802.732 
438,17120,652.000 ,0.001 ,0.893 ,195012.167 
439,17202,476.000 ,0.000 ,0.847 ,0.000 
440,17284,888.000 ,0.001 ,0.959 ,701881.852 
441,17583,632.000 ,0.000 ,0.893 ,112301.141 
442,17666,508.000 ,0.000 ,0.852 ,372629.480 
443,17912,500.000 ,0.000 ,0.848 ,581868.555 
444,18976,588.000 ,0.000 ,0.882 ,116903.529 
445,20087,538.000 ,0.000 ,0.855 ,280958.916 
446,20217,476.000 ,0.000 ,0.847 ,0.000 
447,20378,476.000 ,0.000 ,0.847 ,0.000 
448,21331,476.000 ,0.000 ,0.847 ,0.000 
449,22394,600.000 ,0.001 ,0.868 ,527966.996 
450,22506,684.000 ,0.001 ,0.933 ,183466.237 
451,22664,684.000 ,0.001 ,0.933 ,183466.237 
452,22846,486.000 ,0.000 ,0.847 ,40900.004 
453,22850,578.000 ,0.000 ,0.853 ,1055221.403 
454,23546,84.000 ,0.000 ,0.046 ,0.000 
455,23828,480.000 ,0.000 ,0.850 ,100.534 
456,23906,476.000 ,0.000 ,0.847 ,0.000 
457,24056,92.000 ,0.000 ,0.046 ,48695.020 
458,24237,660.000 ,0.001 ,0.895 ,371732.816 
459,24338,476.000 ,0.000 ,0.847 ,0.000 
460,24442,556.000 ,0.000 ,0.857 ,419084.986 
461,24487,84.000 ,0.000 ,0.046 ,0.000 
462,24623,476.000 ,0.000 ,0.847 ,0.000 
463,24866,668.000 ,0.001 ,0.889 ,253470.321 
464,25135,624.000 ,0.001 ,0.903 ,1150177.885 
465,25730,744.000 ,0.001 ,0.933 ,561178.967 
466,26762,696.000 ,0.001 ,0.921 ,364383.897 
467,27060,734.000 ,0.001 ,0.918 ,396298.107 
468,27716,616.000 ,0.000 ,0.905 ,40756.686 
469,27869,200.000 ,0.000 ,0.105 ,29656.918 
470,27919,500.000 ,0.000 ,0.849 ,228843.726 
471,27954,494.000 ,0.000 ,0.848 ,71694.582 
472,28271,742.000 ,0.001 ,0.892 ,2088205.438 
473,28503,156.000 ,0.000 ,0.056 ,198684.908 
474,28873,654.000 ,0.001 ,0.908 ,1022624.741 
475,29392,728.000 ,0.001 ,0.885 ,1780443.070 
476,29585,476.000 ,0.000 ,0.847 ,0.000 
477,29642,530.000 ,0.000 ,0.854 ,143348.776 
478,29724,192.000 ,0.000 ,0.102 ,20061.900 
479,29964,478.000 ,0.000 ,0.847 ,23676.163 
480,30714,20.000 ,0.000 ,0.004 ,234248.406 
481,30769,488.000 ,0.000 ,0.850 ,17245.063 
482,30791,592.000 ,0.000 ,0.901 ,40643.936 
483,30796,612.000 ,0.000 ,0.904 ,111400.095 
