Id,¶È,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
3594,335,2.436388509,1836.644715,0.751738255
1555,335,2.457181943,1773.475774,0.729461347
3289,334,2.306703146,5925.421795,0.740290515
3281,334,2.350205198,2842.517712,0.771456464
1039,334,2.241313269,6070.972006,0.657561756
3249,333,2.434746922,1555.268837,0.778595184
3299,333,2.688372093,430.8977787,0.78688794
2847,333,2.368536252,4775.40657,0.673406922
3238,332,2.350752394,2863.759005,0.710010286
445,332,2.047879617,22834.74699,0.215420882
3443,331,2.436662107,1478.703158,0.763837336
2691,329,2.438577291,1919.416396,0.751816038
3431,328,2.435294118,1640.662867,0.743695011
590,328,2.140902873,16447.33336,0.154556961
3372,327,2.685909713,394.7285936,0.774602495
3228,327,2.683447332,607.9408577,0.760324139
3317,327,2.149110807,6943.798572,0.741502347
3474,326,2.476333789,1185.506608,0.747704588
3615,326,2.292749658,3602.608411,0.740492186
3301,326,2.458823529,1027.360039,0.766663214
3513,324,2.387140903,1930.074329,0.747203084
436,324,2.057181943,23390.84063,0.288462214
3446,323,2.236935705,4052.220289,0.750083502
3471,322,2.337893297,3469.170129,0.725238272
478,322,2.035841313,12315.18296,0.218447201
32,322,2.027359781,32408.74746,0.261928607
3440,321,2.310533516,2791.009466,0.758257551
1558,320,2.30123119,3229.550683,0.726007075
3439,319,2.247606019,4884.031816,0.698788406
3274,318,2.622982216,547.2847913,0.768190569
3547,318,2.317647059,2781.497678,0.725532671
441,318,2.039124487,20469.97739,0.198317146
349,318,2.014500684,8607.404864,0.275744536
3284,317,2.238303694,4044.533845,0.707409228
1,317,2.153488372,15749.82711,0.169992483
2549,315,2.090287278,21343.19604,0.570883972
3442,315,2.409028728,1414.499369,0.740621732
3573,315,2.348290014,3828.268368,0.676603341
3352,315,2.63255814,939.7766279,0.733277364
3608,314,2.425444596,1979.63326,0.713843034
3406,314,2.198358413,5733.048866,0.705662866
3428,314,2.250068399,4255.305301,0.692512757
3162,312,2.321751026,4180.904981,0.722656452
1554,312,2.668125855,516.9385859,0.714621289
3612,312,2.387414501,2352.216255,0.701470231
3373,311,2.430642955,1767.879252,0.695254929
1339,311,2.23255814,5741.665088,0.652178814
1552,310,2.313269494,3292.864176,0.727336965
116,310,2.070314637,16992.91432,0.211696058
3282,309,2.469767442,1523.096442,0.709584931
1338,309,2.208481532,6073.254283,0.645468208
57,309,2.044870041,14317.91414,0.22874773
3279,308,2.296853625,3045.446641,0.706000398
3244,308,2.357045144,2366.554429,0.713946322
1572,308,2.17619699,6124.319949,0.659823326
3159,306,2.233105335,3916.674363,0.646155152
198,306,2.078522572,11829.23914,0.178075092
3245,305,2.157865937,5868.582525,0.674535684
224,305,2.021614227,20200.21274,0.224068402
3551,304,2.416689466,1561.446416,0.68626727
3539,304,2.3625171,2045.884196,0.707144095
3319,304,2.171819425,5508.602306,0.651878597
3476,303,2.254719562,4682.008022,0.681705997
1553,303,2.541723666,953.6753796,0.687390117
230,303,2.056087551,16345.07713,0.180201598
1564,302,2.317373461,2997.06243,0.670091024
3577,302,2.268399453,4039.803409,0.694043438
30,302,2.06374829,11449.16766,0.198689825
251,302,2.076880985,19502.88126,0.377565675
3156,300,2.399179207,3142.414876,0.694475746
3309,299,2.433378933,1783.864154,0.695757245
3543,299,2.250889193,4412.507231,0.682683237
1398,298,2.171819425,6673.291387,0.637158112
1582,298,2.517373461,1327.545367,0.622665438
227,298,2.055540356,20077.68101,0.173683937
211,298,2.073597811,26003.08348,0.195687152
3291,297,2.58002736,1038.551511,0.699139433
3257,297,2.476880985,1320.451467,0.695900288
586,297,2.157045144,22784.01067,0.162232968
335,297,2.109439124,21429.7557,0.142761877
3405,296,2.271409029,4476.80053,0.670871806
426,296,2.126402189,14795.69077,0.141902891
620,296,2.05253078,37449.98129,0.144349698
576,296,2.040492476,13370.10628,0.205132189
470,295,2.045690834,23875.8487,0.175714875
277,294,2.059370725,14462.22288,0.204210845
3199,292,2.092202462,12312.13055,0.567583299
54,292,2.074145007,13218.24746,0.195876928
3516,291,2.486183311,2345.233155,0.651671372
345,291,2.043502052,9217.999815,0.221288494
3523,290,2.316552668,3091.674219,0.669356519
3178,290,2.241039672,6002.965504,0.6438681
3266,289,2.337346101,3921.678377,0.665599984
1557,288,2.262380301,4251.676923,0.661337355
3288,288,2.086456908,10323.87021,0.542484886
3587,288,2.509439124,966.4193747,0.671629074
3483,288,2.453077975,1050.97228,0.692203907
463,288,2.140355677,10904.67562,0.145947007
3502,287,2.706703146,416.71078,0.68078109
3260,286,2.56880985,1634.706563,0.658554917
134,286,2.078248974,12836.38283,0.167501869
603,286,2.114090287,21264.80204,0.353441494
1622,285,2.350205198,2994.021113,0.652008199
3514,285,2.630916553,496.0478883,0.679498757
131,285,2.14746922,27370.17134,0.175519388
3125,284,2.28125855,4360.354121,0.640392611
3481,284,2.221887825,4979.516223,0.64602335
3310,284,2.374829001,2469.70936,0.626452898
3217,284,2.234199726,3649.68545,0.638569956
353,284,2.036662107,9402.71397,0.2150857
3462,283,2.382763338,2174.680572,0.668795399
1547,283,2.227359781,5411.039484,0.59945698
1430,283,2.39370725,2281.239633,0.612738537
3295,282,2.262653899,6614.808843,0.631520162
2481,282,2.157592339,7284.089869,0.616440903
3537,281,2.4374829,1444.24781,0.645034573
1539,281,2.392612859,1423.323721,0.667543993
3378,280,2.650341997,325.2562622,0.663289553
214,280,2.055266758,11178.40881,0.191684718
3296,278,2.315184679,2054.077493,0.658734835
37,278,2.054445964,17160.576,0.201110314
3259,277,2.209028728,5796.891299,0.558526566
406,277,2.100683995,20256.58835,0.161478992
73,277,2.085909713,11472.4294,0.175714239
3473,276,2.471682627,1475.028763,0.649804878
3479,276,2.73871409,259.512567,0.658794552
3369,276,2.462380301,1916.53168,0.568097354
3303,276,2.443228454,1595.556152,0.643533684
1531,276,2.417236662,1579.53271,0.632847042
3381,275,2.289466484,3923.418598,0.629756677
3441,275,2.278248974,3237.804257,0.630555532
3294,275,2.429822161,1366.893438,0.63816234
3630,274,2.499589603,1338.629877,0.635117409
3277,274,2.572640219,1093.309006,0.63320964
177,274,2.174281806,11873.56373,0.126939252
97,273,2.059644323,8565.355439,0.196885085
584,273,2.06621067,18445.96715,0.197015947
168,273,2.05745554,12032.16249,0.207412733
143,272,2.080164159,21002.33341,0.139816431
3500,271,2.422161423,1444.445364,0.62316527
3530,271,2.529138167,993.1393759,0.630597629
804,271,2.07004104,17962.09546,0.417388324
117,271,2.168536252,20237.39286,0.132437759
1536,270,2.486183311,1270.024563,0.624204784
3255,270,2.311627907,2754.535683,0.627070714
3459,270,2.522571819,1001.245957,0.604477525
129,270,2.154309166,16635.70497,0.116971434
410,270,2.125307798,20532.23608,0.111921073
3315,269,2.422708618,1723.72596,0.623022589
3448,269,2.659370725,370.1840789,0.654459249
3269,269,2.472229822,973.1465991,0.603506005
207,269,2.071956224,7262.548361,0.205354651
3458,268,2.736798906,203.4981382,0.651204777
17,268,2.157318741,12960.25565,0.141744354
393,268,2.063474692,17560.15144,0.185686273
3452,267,2.317647059,2444.154177,0.621539279
1532,267,2.650341997,405.6458393,0.616395127
1551,266,2.325581395,2893.061265,0.597267665
3424,266,2.57619699,1344.438791,0.61093128
3562,266,2.364432285,2321.737573,0.614563337
179,266,2.095759234,10309.0691,0.168901944
270,265,2.15376197,12721.6905,0.127113442
2371,264,2.602735978,861.4387402,0.619920193
63,263,2.101778386,22744.18753,0.148820523
3480,263,2.445143639,1192.157289,0.634671383
3599,263,2.324213406,2966.53902,0.588393178
3323,263,2.390424077,1491.210902,0.600892935
3529,262,2.493570451,854.9679892,0.608203653
3605,262,2.429001368,1214.84335,0.623373382
225,260,2.06374829,12503.69771,0.175369964
3410,259,2.602188782,873.0630573,0.608109141
3465,259,2.505335157,824.2902319,0.622540599
3232,259,2.180848153,5991.034684,0.517026122
157,259,2.05253078,5322.158143,0.211382683
128,259,2.087824897,15980.73941,0.156030871
3216,258,2.20875513,5769.837541,0.509526148
206,258,2.13625171,23291.99138,0.155847232
379,258,2.138987688,15588.18491,0.110270202
269,258,2.057729138,19845.6941,0.171837179
3254,257,2.508344733,1291.432611,0.621760629
217,257,2.067305062,6108.551804,0.193500175
3503,256,2.556771546,1108.031247,0.623167954
3472,255,2.447606019,1145.213463,0.594629018
3402,255,2.382763338,1301.316516,0.57145578
3286,255,2.485088919,1277.117101,0.58135524
235,255,2.052804378,6396.3334,0.207062472
3586,254,2.510259918,898.877536,0.598136929
1575,254,2.239398085,3871.06387,0.508890089
228,254,2.059097127,13763.9101,0.168276685
3426,253,2.731053352,290.2485722,0.58741665
3252,253,2.413953488,1234.581911,0.569170146
3202,253,2.456908345,1493.184595,0.548928333
240,253,2.06374829,16140.82692,0.161877249
3487,252,2.36497948,2991.059553,0.538768354
621,252,2.090287278,23017.86716,0.170714891
145,252,2.134883721,10700.64076,0.127392525
3332,251,2.455540356,1303.178755,0.557439632
1625,251,2.306976744,3723.159806,0.515073228
3445,250,2.370725034,1333.433872,0.619183552
3242,250,2.144459644,5752.238293,0.560762839
21,250,2.047332421,6448.160299,0.218718297
553,250,2.091928865,14171.0524,0.151333296
22,250,2.073871409,5972.915215,0.189980614
3610,249,2.282626539,2760.865621,0.563208237
226,249,2.119562244,14945.27531,0.133025257
321,249,2.132147743,15722.68665,0.136592447
3519,248,2.472229822,1609.859842,0.592383912
151,248,2.061833105,8940.758478,0.183591354
3581,247,2.533515732,903.2877209,0.590546098
383,247,2.114911081,16980.73728,0.15571145
3326,246,2.539261286,1008.602335,0.546064805
3524,246,2.590697674,537.4822694,0.601882644
3601,246,2.316005472,2506.413984,0.540500084
1064,245,2.250889193,4605.926727,0.456086803
1612,245,2.224350205,5005.894646,0.498491552
469,245,2.06374829,16595.70155,0.153542855
59,245,2.141176471,15547.50364,0.119092728
3250,244,2.682352941,300.0340988,0.549729047
1574,244,2.186320109,4935.961386,0.549077239
3377,244,2.422435021,1595.905225,0.552103766
33,244,2.042954856,5805.81431,0.210711909
7,244,2.07879617,7708.694593,0.182394283
3314,243,2.369630643,1688.214927,0.562971201
34,243,2.103419973,13662.32678,0.16217297
3525,242,2.359233926,2541.980645,0.538272968
3194,242,2.362790698,2467.625196,0.488134004
510,242,2.187688098,11269.0206,0.10990627
654,242,2.081805746,12487.33735,0.137631185
3559,241,2.464021888,822.8600564,0.592331717
3302,241,2.548016416,657.5379634,0.556926668
3340,241,2.096853625,10406.41497,0.405333064
625,241,2.320109439,26246.12869,0.060652275
3540,240,2.252257182,2610.165725,0.562421276
492,240,2.209849521,9045.164955,0.105617764
315,240,2.175649795,11103.36921,0.118881828
1583,239,2.273871409,2441.602756,0.548760345
3256,238,2.259370725,2859.927486,0.509624677
95,238,2.050615595,7245.121322,0.211329481
3515,237,2.609849521,817.8214069,0.560546901
3545,237,2.489740082,1166.960961,0.566013745
3542,237,2.54746922,544.0773107,0.568873959
407,237,2.13378933,22380.01282,0.114341353
223,237,2.154856361,16129.01892,0.098830224
1563,236,2.711080711,1266.998248,0.451117674
1562,236,2.746648427,228.4386772,0.566705523
287,236,2.129685363,9339.421576,0.406591524
132,236,2.215868673,10133.24875,0.103278113
2261,235,2.17373461,5843.506586,0.435335367
3521,235,2.375923393,1398.016689,0.562484716
3582,235,2.268399453,3067.245834,0.564171606
3354,235,2.504514364,906.0744062,0.519170145
176,235,2.150205198,8228.410285,0.139203801
3464,234,2.306703146,2116.118321,0.56748835
3589,234,2.387961696,2807.516204,0.518225359
3200,234,2.352941176,3351.409502,0.45855278
2,234,2.055813953,12894.24433,0.17164062
3544,233,2.285088919,2897.9828,0.52671687
3553,233,2.766894665,163.8820715,0.563936979
3533,233,2.521751026,1330.903003,0.555324423
404,233,2.123666211,14118.01096,0.326860631
806,233,2.088645691,21368.84618,0.144231752
93,233,2.132694938,9148.105544,0.134240402
3234,232,2.718194254,212.17847,0.549024837
3457,231,2.273050616,4278.421789,0.520051639
3463,231,2.304787962,2820.530906,0.545860177
3466,231,2.680164159,374.4909596,0.554433782
3541,231,2.360875513,2282.00211,0.544899956
3591,231,2.639124487,690.0683812,0.551103404
1600,231,2.328043776,2561.447199,0.484538318
3475,231,2.75129959,94.2548622,0.58951188
200,230,2.088372093,10725.64699,0.161599399
3307,229,2.586867305,427.4777258,0.535459851
2311,229,2.129138167,8687.962854,0.431229431
575,229,2.073324213,12126.77777,0.210503694
3447,228,2.480984952,1281.209405,0.516492804
3578,228,2.62626539,1115.353697,0.53974473
3361,228,2.143638851,5957.78644,0.471502676
3417,228,2.471956224,1053.687092,0.5257086
3230,228,2.306976744,2595.177077,0.46229848
127,228,2.132968536,11625.47904,0.131944083
254,228,2.076880985,9702.150023,0.169526559
3414,227,2.610943912,927.2742522,0.555809656
3273,227,2.448974008,1125.082577,0.502986899
1549,227,2.451983584,1444.767185,0.533641519
3213,227,2.323119015,2139.113624,0.499741687
3219,227,2.642407661,426.2581513,0.534152116
119,227,2.199452804,12717.29164,0.098983363
763,227,2.161696306,12730.70626,0.106879477
275,227,2.137072503,10846.87939,0.129606595
3490,226,2.737346101,285.990738,0.552222545
3498,226,2.709165527,222.6252051,0.561338627
3596,226,2.75376197,150.5330164,0.543843305
3297,226,2.482626539,1140.421616,0.545237013
430,226,2.158686731,11163.45079,0.105380338
598,226,2.114911081,13243.31387,0.163146051
3241,225,2.757865937,172.7753063,0.539580649
3580,225,2.375376197,1968.487643,0.532050461
1617,225,2.200820793,4941.648994,0.435046068
535,225,2.111354309,8533.354257,0.152505651
3374,224,2.618057456,400.1921739,0.528185264
1078,224,2.216415869,5177.754,0.446807035
3193,224,2.555129959,880.87221,0.461818767
181,224,2.100136799,7949.898315,0.160560708
266,224,2.14500684,11243.2857,0.167514837
2807,223,2.4,1930.053774,0.459606171
3622,223,2.273871409,2634.442845,0.501089011
385,223,2.074418605,10881.70626,0.158186572
467,223,2.06374829,7425.029478,0.166789826
1365,223,2.07004104,4145.459754,0.186951223
1580,223,2.701778386,360.3714124,0.541727673
1548,222,2.373461012,1390.38378,0.504415012
3318,222,2.384678523,1915.885517,0.472635035
69,222,2.072229822,11773.78193,0.201537613
23,222,2.097400821,7177.892434,0.138473675
360,222,2.102599179,7723.218661,0.14028852
120,222,2.095212038,6931.185596,0.166674825
210,222,2.285362517,14656.93891,0.076316476
3188,221,2.253625171,4378.618419,0.488347013
3300,221,2.464842681,1042.851021,0.492734533
3258,220,2.446511628,1060.271583,0.502496839
3423,220,2.676060192,396.079258,0.542870959
3401,220,2.349931601,1658.801128,0.488416312
3538,219,2.277701778,3235.142322,0.521569057
1598,219,2.285362517,3046.682469,0.423193126
630,217,2.302872777,8803.990617,0.087275632
6,217,2.106429549,9906.154515,0.135785816
238,217,2.160328317,14068.29738,0.1008787
387,217,2.096853625,7535.105178,0.209346363
135,217,2.12995896,12950.13839,0.105758946
3305,216,2.549658003,497.6835458,0.531573911
1581,216,2.679890561,229.8524111,0.527070552
1534,216,2.755677155,178.3139869,0.520041451
3557,216,2.260738714,3465.65985,0.465234345
1608,216,2.410670315,1956.065315,0.44954292
185,216,2.204103967,8889.811081,0.097779522
27,216,2.114911081,14862.17511,0.127368289
3623,215,2.284268126,2460.15367,0.495265842
3203,215,2.492749658,1008.827428,0.478447861
802,215,2.132694938,10043.11334,0.399747881
15,215,2.128590971,7069.41693,0.127412516
645,215,2.245417237,10205.50138,0.322221502
822,214,2.148837209,10002.24477,0.104798105
562,214,2.080711354,5811.004946,0.190914332
3321,213,2.338440492,1722.24549,0.508245339
298,213,2.152941176,9289.942943,0.121071892
55,213,2.126675787,4642.137931,0.156881568
3240,212,2.346374829,2193.897375,0.460892469
3243,212,2.403556772,1342.96915,0.454990113
458,212,2.193980848,8080.500256,0.106807722
809,212,2.107250342,4872.792872,0.179994698
3528,211,2.772093023,97.82877061,0.524375749
3484,211,2.434746922,897.481596,0.492366598
3379,211,2.363611491,1387.231458,0.446721253
2850,211,2.460738714,1190.978393,0.415991817
209,211,2.134610123,12557.52709,0.103816027
318,211,2.223529412,20556.4993,0.086688131
121,211,2.078522572,2826.85811,0.179608999
3229,210,2.579480164,1158.566916,0.392625078
3325,210,2.113816689,8146.777461,0.369146683
604,210,2.212859097,11058.74669,0.080899338
248,210,2.133515732,15344.42954,0.136848649
106,210,2.140082079,9490.8515,0.12150412
755,210,2.145280438,9610.304887,0.258167732
810,208,2.116552668,6480.172498,0.274308466
1601,208,2.321477428,3818.461586,0.398076767
367,208,2.132694938,6496.448825,0.117949521
110,208,2.108344733,8509.190213,0.188215516
3526,207,2.47004104,921.236082,0.500874218
1611,207,2.233105335,4312.202373,0.404537482
3311,207,2.553488372,594.0224544,0.463666013
3572,207,2.334336525,1905.896774,0.478215107
2420,207,2.217783858,4192.579487,0.404142665
3415,206,2.423529412,1158.747835,0.43655119
655,206,2.112175103,5968.555868,0.143354034
3453,205,2.374008208,982.4385853,0.506597263
3534,205,2.390971272,1836.097984,0.49930368
246,205,2.146374829,9745.719284,0.11697884
274,205,2.193433653,11211.04513,0.096513728
427,205,2.187140903,8953.565784,0.091625373
3390,204,2.323392613,2438.31001,0.442528136
3592,204,2.645964432,433.4290505,0.492464451
3205,204,2.207934337,3500.289467,0.416081078
636,204,2.198905609,6083.4601,0.095497941
62,204,2.19124487,9128.623685,0.100753137
213,204,2.096853625,4484.579468,0.175988438
3235,203,2.604651163,353.7065556,0.504198113
3563,203,2.383036936,1625.425672,0.484925702
368,203,2.117647059,3964.286145,0.14418752
265,203,2.151573187,10043.14931,0.125703515
3271,202,2.381121751,1692.229291,0.455184802
3560,202,2.777017784,87.64903906,0.506452494
3536,202,2.57127223,504.4593388,0.486510727
453,202,2.16005472,6723.63136,0.112144451
328,202,2.248153215,9587.521887,0.092785518
3616,201,2.320109439,2382.324021,0.47551369
3346,201,2.412859097,1537.894933,0.406517083
371,201,2.181121751,6182.101646,0.108956377
477,201,2.148837209,7115.660843,0.136773429
242,201,2.111080711,3608.590612,0.153061778
70,201,2.145827633,13595.44834,0.104986189
3604,200,2.570998632,1250.626036,0.413484149
3306,200,2.279616963,1894.457608,0.431692233
3494,200,2.567989056,548.1340478,0.480538285
141,200,2.278522572,10058.16177,0.076001092
591,200,2.222435021,4842.659214,0.093915696
754,200,2.091655267,8536.514051,0.13553665
123,200,2.159233926,5835.084461,0.11612011
201,200,2.221614227,9159.748656,0.106118036
456,200,2.140629275,7237.721451,0.110351345
3268,199,2.536798906,889.2227817,0.48049707
431,199,2.136798906,5216.117417,0.115668447
245,199,2.09247606,6629.705326,0.143462656
400,199,2.206839945,13925.93241,0.132965074
3558,198,2.253898769,2603.103842,0.457289801
758,198,2.066757866,7507.029101,0.161583785
554,198,2.139261286,4504.081792,0.137069478
401,198,2.212311902,8688.914219,0.09549194
3598,197,2.539808482,629.4197853,0.479708521
295,197,2.079069767,3682.322593,0.172313387
411,197,2.129685363,5916.586747,0.132536761
140,197,2.120383037,5934.251602,0.146227576
3491,196,2.541997264,843.4378145,0.471898905
3330,196,2.264295486,3166.730025,0.375756085
647,196,2.278248974,2575.441498,0.430739189
3267,196,2.726402189,124.5321629,0.472260227
348,196,2.132421341,2568.278909,0.16420866
3576,195,2.775102599,106.714928,0.472740791
3469,195,2.537346101,1134.9961,0.462114662
3155,195,2.592339261,495.4650942,0.467432201
607,195,2.140902873,9747.910082,0.101719143
398,195,2.17127223,11774.19538,0.092187376
3220,194,2.195622435,4238.79675,0.366916219
16,194,2.133515732,2624.259375,0.147494363
1514,193,2.218604651,7931.180252,0.329388909
3496,193,2.782763338,60.13455078,0.493406628
222,193,2.161149111,4872.198759,0.110268559
388,193,2.13871409,6349.245591,0.126566584
3444,192,2.539534884,652.1000191,0.478884698
3552,192,2.575376197,434.9080892,0.4804121
202,192,2.072777018,5623.823202,0.147572925
239,192,2.096853625,3715.708702,0.17530253
533,192,2.151846785,6227.109548,0.11254087
3204,191,2.459370725,912.8687878,0.425825735
3227,191,2.70752394,252.1597682,0.414391046
652,191,2.241860465,5237.819718,0.095483046
284,191,2.144733242,13018.76821,0.087620814
380,191,2.148563611,4765.828531,0.127309583
3584,190,2.500136799,665.7884234,0.467029347
2982,190,2.508344733,972.213783,0.46257262
3432,190,2.390697674,1766.830498,0.427815328
3556,190,2.595348837,786.2757583,0.407935266
3246,190,2.690834473,244.499814,0.417667474
191,190,2.150205198,5698.129319,0.126967345
216,190,2.125581395,7114.041748,0.116735413
350,190,2.179480164,3948.482488,0.12532386
92,190,2.089740082,2202.614781,0.178299665
2421,189,2.694664843,224.9683052,0.472522625
3196,189,2.186593707,4564.847341,0.365538087
643,189,2.169630643,6239.957116,0.115354985
688,189,2.165526676,6890.92156,0.103166967
3389,188,2.781395349,107.1504522,0.460920174
3535,188,2.467305062,942.8379059,0.449858311
3308,188,2.682626539,163.6763558,0.439793233
3404,188,2.339534884,1808.41223,0.393648061
142,188,2.139261286,2184.201875,0.150020573
241,188,2.128043776,2872.529941,0.144597097
386,188,2.114911081,2300.875328,0.152371188
1578,187,2.632284542,413.7339978,0.425789632
1738,187,2.21121751,3241.325851,0.368386159
1604,186,2.619425445,431.3571239,0.411880635
1801,186,2.354856361,1663.172138,0.420043294
3450,186,2.708344733,570.3916886,0.436872925
3160,186,2.73625171,226.0413595,0.424273035
369,186,2.100410397,3125.890286,0.15756658
67,186,2.106429549,13960.99554,0.133064869
336,186,2.236114911,9515.492711,0.079619205
3575,185,2.69247606,179.8443756,0.45393127
3420,185,2.61121751,789.6063829,0.44193368
3313,185,2.270861833,2193.239778,0.416319529
3195,185,2.375102599,1415.280117,0.392255559
622,185,2.265116279,4386.148299,0.104825986
1577,184,2.741176471,525.214056,0.322349016
3468,184,2.785772914,69.18888782,0.453032133
1896,184,2.503419973,2010.852962,0.349991886
3347,183,2.766894665,288.1235682,0.409562257
466,183,2.276333789,4470.870076,0.090073586
490,183,2.225170999,11024.60032,0.088768664
3290,182,2.35622435,2117.569178,0.421818151
2844,182,2.621340629,444.0585531,0.403347922
3388,182,2.754035568,144.0830312,0.42954498
511,182,2.233105335,4716.646625,0.091133053
322,182,2.179206566,15380.32286,0.080159067
3633,181,2.36497948,1490.294367,0.443570282
3603,181,2.453351573,1221.569218,0.425388216
